GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median value (dollars),Margin of Error; Median value (dollars)
1400000US06073000100,06073000100,"Census Tract 1, San Diego County, California",940100,60279
1400000US06073000201,06073000201,"Census Tract 2.01, San Diego County, California",740400,100743
1400000US06073000202,06073000202,"Census Tract 2.02, San Diego County, California",566000,132165
1400000US06073000300,06073000300,"Census Tract 3, San Diego County, California",484500,42633
1400000US06073000400,06073000400,"Census Tract 4, San Diego County, California",348300,84740
1400000US06073000500,06073000500,"Census Tract 5, San Diego County, California",678600,83659
1400000US06073000600,06073000600,"Census Tract 6, San Diego County, California",411600,36720
1400000US06073000700,06073000700,"Census Tract 7, San Diego County, California",443200,112060
1400000US06073000800,06073000800,"Census Tract 8, San Diego County, California",383500,62713
1400000US06073000900,06073000900,"Census Tract 9, San Diego County, California",300000,79133
1400000US06073001000,06073001000,"Census Tract 10, San Diego County, California",375800,62701
1400000US06073001100,06073001100,"Census Tract 11, San Diego County, California",294700,109509
1400000US06073001200,06073001200,"Census Tract 12, San Diego County, California",263500,41043
1400000US06073001300,06073001300,"Census Tract 13, San Diego County, California",209800,35848
1400000US06073001400,06073001400,"Census Tract 14, San Diego County, California",573200,51779
1400000US06073001500,06073001500,"Census Tract 15, San Diego County, California",436000,25374
1400000US06073001600,06073001600,"Census Tract 16, San Diego County, California",234200,74612
1400000US06073001700,06073001700,"Census Tract 17, San Diego County, California",336500,31209
1400000US06073001800,06073001800,"Census Tract 18, San Diego County, California",294000,36883
1400000US06073001900,06073001900,"Census Tract 19, San Diego County, California",483500,28095
1400000US06073002001,06073002001,"Census Tract 20.01, San Diego County, California",758700,57374
1400000US06073002002,06073002002,"Census Tract 20.02, San Diego County, California",544900,44051
1400000US06073002100,06073002100,"Census Tract 21, San Diego County, California",386500,78260
1400000US06073002201,06073002201,"Census Tract 22.01, San Diego County, California",340900,224086
1400000US06073002202,06073002202,"Census Tract 22.02, San Diego County, California",219600,23242
1400000US06073002301,06073002301,"Census Tract 23.01, San Diego County, California",305000,281048
1400000US06073002302,06073002302,"Census Tract 23.02, San Diego County, California",161900,95472
1400000US06073002401,06073002401,"Census Tract 24.01, San Diego County, California",268200,36010
1400000US06073002402,06073002402,"Census Tract 24.02, San Diego County, California",292900,210284
1400000US06073002501,06073002501,"Census Tract 25.01, San Diego County, California",277500,23390
1400000US06073002502,06073002502,"Census Tract 25.02, San Diego County, California",305800,22345
1400000US06073002601,06073002601,"Census Tract 26.01, San Diego County, California",266600,28241
1400000US06073002602,06073002602,"Census Tract 26.02, San Diego County, California",247800,56780
1400000US06073002702,06073002702,"Census Tract 27.02, San Diego County, California",310600,33648
1400000US06073002703,06073002703,"Census Tract 27.03, San Diego County, California",248400,30914
1400000US06073002705,06073002705,"Census Tract 27.05, San Diego County, California",250100,20701
1400000US06073002707,06073002707,"Census Tract 27.07, San Diego County, California",239600,156429
1400000US06073002708,06073002708,"Census Tract 27.08, San Diego County, California",258300,213716
1400000US06073002709,06073002709,"Census Tract 27.09, San Diego County, California",274200,68625
1400000US06073002710,06073002710,"Census Tract 27.10, San Diego County, California",296800,31949
1400000US06073002711,06073002711,"Census Tract 27.11, San Diego County, California",264400,27891
1400000US06073002712,06073002712,"Census Tract 27.12, San Diego County, California",211500,58527
1400000US06073002801,06073002801,"Census Tract 28.01, San Diego County, California",591100,49751
1400000US06073002803,06073002803,"Census Tract 28.03, San Diego County, California",328100,49863
1400000US06073002804,06073002804,"Census Tract 28.04, San Diego County, California",458900,14693
1400000US06073002902,06073002902,"Census Tract 29.02, San Diego County, California",367100,16166
1400000US06073002903,06073002903,"Census Tract 29.03, San Diego County, California",303100,23738
1400000US06073002904,06073002904,"Census Tract 29.04, San Diego County, California",386400,29610
1400000US06073002905,06073002905,"Census Tract 29.05, San Diego County, California",355000,19950
1400000US06073003001,06073003001,"Census Tract 30.01, San Diego County, California",274400,24604
1400000US06073003003,06073003003,"Census Tract 30.03, San Diego County, California",310500,26792
1400000US06073003004,06073003004,"Census Tract 30.04, San Diego County, California",244600,18106
1400000US06073003101,06073003101,"Census Tract 31.01, San Diego County, California",233600,16377
1400000US06073003103,06073003103,"Census Tract 31.03, San Diego County, California",277500,11876
1400000US06073003105,06073003105,"Census Tract 31.05, San Diego County, California",252900,22507
1400000US06073003107,06073003107,"Census Tract 31.07, San Diego County, California",249000,22473
1400000US06073003108,06073003108,"Census Tract 31.08, San Diego County, California",264000,15091
1400000US06073003109,06073003109,"Census Tract 31.09, San Diego County, California",315100,20340
