GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
1400000US06073000100,06073000100,"Census Tract 1, San Diego County, California",2710,204,2677,200,0,12,0,12,6,8,10,16,10,15,7,11,0,12,7,11
1400000US06073000201,06073000201,"Census Tract 2.01, San Diego County, California",2067,208,1864,235,14,24,0,12,131,72,0,12,15,25,43,36,5,8,38,35
1400000US06073000202,06073000202,"Census Tract 2.02, San Diego County, California",4599,324,4293,317,32,53,0,12,177,92,0,12,5,13,92,127,0,12,92,127
1400000US06073000300,06073000300,"Census Tract 3, San Diego County, California",4559,382,3787,323,103,90,0,12,292,152,4,11,205,215,168,119,49,66,119,98
1400000US06073000400,06073000400,"Census Tract 4, San Diego County, California",3626,235,2764,351,81,88,41,37,555,212,0,12,34,42,151,99,0,12,151,99
1400000US06073000500,06073000500,"Census Tract 5, San Diego County, California",2686,220,2108,234,101,87,26,44,164,122,30,38,68,61,189,128,12,19,177,125
1400000US06073000600,06073000600,"Census Tract 6, San Diego County, California",2886,252,2516,265,75,71,0,12,163,73,0,12,20,18,112,67,17,25,95,60
1400000US06073000700,06073000700,"Census Tract 7, San Diego County, California",3877,400,3387,388,116,120,15,24,204,130,0,12,100,82,55,56,0,12,55,56
1400000US06073000800,06073000800,"Census Tract 8, San Diego County, California",3709,399,2808,340,515,287,0,12,153,116,20,34,103,114,110,99,0,12,110,99
1400000US06073000900,06073000900,"Census Tract 9, San Diego County, California",4892,435,3640,401,317,158,21,26,308,149,34,42,331,214,241,146,86,70,155,131
1400000US06073001000,06073001000,"Census Tract 10, San Diego County, California",5242,389,4117,392,261,129,15,24,351,155,0,17,97,62,401,220,12,19,389,219
1400000US06073001100,06073001100,"Census Tract 11, San Diego County, California",3297,296,2652,343,216,123,32,50,54,39,0,12,124,72,219,96,93,72,126,67
1400000US06073001200,06073001200,"Census Tract 12, San Diego County, California",5553,442,3672,432,587,274,72,89,371,158,12,20,264,148,575,329,0,17,575,329
1400000US06073001300,06073001300,"Census Tract 13, San Diego County, California",6761,501,3918,442,870,352,564,426,562,220,53,158,334,240,460,162,73,88,387,134
1400000US06073001400,06073001400,"Census Tract 14, San Diego County, California",2859,290,2247,290,158,95,11,18,134,81,13,19,124,107,172,84,5,10,167,84
