TRACT,YEAR,HOUSING TYPE,POPULATION
134.12,2020,Household,5189
134.12,2025,Group Quarters - College,2
134.12,2025,Group Quarters - Military,0
134.12,2025,Group Quarters - Other,5
134.12,2025,Household,5181
134.12,2030,Group Quarters - College,2
134.12,2030,Group Quarters - Military,0
134.12,2030,Group Quarters - Other,6
134.12,2030,Household,5329
134.12,2035,Group Quarters - College,2
134.12,2035,Group Quarters - Military,0
134.12,2035,Group Quarters - Other,7
134.12,2035,Household,5280
134.12,2040,Group Quarters - College,2
134.12,2040,Group Quarters - Military,0
134.12,2040,Group Quarters - Other,8
134.12,2040,Household,5339
134.12,2045,Group Quarters - College,2
134.12,2045,Group Quarters - Military,0
134.12,2045,Group Quarters - Other,9
134.12,2045,Household,5306
134.12,2050,Group Quarters - College,2
134.12,2050,Group Quarters - Military,0
134.12,2050,Group Quarters - Other,10
134.12,2050,Household,5259
134.14,2012,Group Quarters - College,0
134.14,2012,Group Quarters - Military,0
134.14,2012,Group Quarters - Other,3
134.14,2012,Household,7285
134.14,2020,Group Quarters - College,0
134.14,2020,Group Quarters - Military,0
134.14,2020,Group Quarters - Other,0
134.14,2020,Household,7413
134.14,2025,Group Quarters - College,0
134.14,2025,Group Quarters - Military,0
134.14,2025,Group Quarters - Other,0
134.14,2025,Household,7417
134.14,2030,Group Quarters - College,0
134.14,2030,Group Quarters - Military,0
134.14,2030,Group Quarters - Other,0
134.14,2030,Household,7436
134.14,2035,Group Quarters - College,0
134.14,2035,Group Quarters - Military,0
134.14,2035,Group Quarters - Other,0
134.14,2035,Household,7410
134.14,2040,Group Quarters - College,0
134.14,2040,Group Quarters - Military,0
134.14,2040,Group Quarters - Other,0
134.14,2040,Household,7353
134.14,2045,Group Quarters - College,0
134.14,2045,Group Quarters - Military,0
134.14,2045,Group Quarters - Other,0
134.14,2045,Household,7324
134.14,2050,Group Quarters - College,0
134.14,2050,Group Quarters - Military,0
134.14,2050,Group Quarters - Other,0
134.14,2050,Household,7322
134.15,2012,Group Quarters - College,0
134.15,2012,Group Quarters - Military,0
134.15,2012,Group Quarters - Other,0
134.15,2012,Household,1573
134.15,2020,Group Quarters - College,0
134.15,2020,Group Quarters - Military,0
134.15,2020,Group Quarters - Other,0
134.15,2020,Household,1600
134.15,2025,Group Quarters - College,0
134.15,2025,Group Quarters - Military,0
134.15,2025,Group Quarters - Other,0
134.15,2025,Household,1600
134.15,2030,Group Quarters - College,0
134.15,2030,Group Quarters - Military,0
134.15,2030,Group Quarters - Other,0
134.15,2030,Household,1603
134.15,2035,Group Quarters - College,0
134.15,2035,Group Quarters - Military,0
134.15,2035,Group Quarters - Other,0
134.15,2035,Household,1597
134.15,2040,Group Quarters - College,0
134.15,2040,Group Quarters - Military,0
134.15,2040,Group Quarters - Other,0
134.15,2040,Household,1587
134.15,2045,Group Quarters - College,0
134.15,2045,Group Quarters - Military,0
134.15,2045,Group Quarters - Other,0
134.15,2045,Household,1584
134.15,2050,Group Quarters - College,0
134.15,2050,Group Quarters - Military,0
134.15,2050,Group Quarters - Other,0
134.15,2050,Household,1585
134.16,2012,Group Quarters - College,0
134.16,2012,Group Quarters - Military,0
134.16,2012,Group Quarters - Other,12
134.16,2012,Household,3798
134.16,2020,Group Quarters - College,0
134.16,2020,Group Quarters - Military,0
134.16,2020,Group Quarters - Other,10
134.16,2020,Household,3846
134.16,2025,Group Quarters - College,2
134.16,2025,Group Quarters - Military,0
134.16,2025,Group Quarters - Other,11
134.16,2025,Household,3845
134.16,2030,Group Quarters - College,2
134.16,2030,Group Quarters - Military,0
134.16,2030,Group Quarters - Other,12
134.16,2030,Household,3864
134.16,2035,Group Quarters - College,2
134.16,2035,Group Quarters - Military,0
134.16,2035,Group Quarters - Other,13
134.16,2035,Household,3840
134.16,2040,Group Quarters - College,2
134.16,2040,Group Quarters - Military,0
134.16,2040,Group Quarters - Other,14
134.16,2040,Household,3811
134.16,2045,Group Quarters - College,2
134.16,2045,Group Quarters - Military,0
134.16,2045,Group Quarters - Other,15
134.16,2045,Household,3808
134.16,2050,Group Quarters - College,2
134.16,2050,Group Quarters - Military,0
134.16,2050,Group Quarters - Other,16
134.16,2050,Household,3813
134.17,2012,Group Quarters - College,0
134.17,2012,Group Quarters - Military,0
134.17,2012,Group Quarters - Other,0
134.17,2012,Household,2109
134.17,2020,Group Quarters - College,0
134.17,2020,Group Quarters - Military,0
134.17,2020,Group Quarters - Other,0
134.17,2020,Household,2126
134.17,2025,Group Quarters - College,0
134.17,2025,Group Quarters - Military,0
134.17,2025,Group Quarters - Other,0
134.17,2025,Household,2121
134.17,2030,Group Quarters - College,0
134.17,2030,Group Quarters - Military,0
134.17,2030,Group Quarters - Other,0
134.17,2030,Household,2132
134.17,2035,Group Quarters - College,0
134.17,2035,Group Quarters - Military,0
134.17,2035,Group Quarters - Other,0
134.17,2035,Household,2126
134.17,2040,Group Quarters - College,0
134.17,2040,Group Quarters - Military,0
134.17,2040,Group Quarters - Other,0
134.17,2040,Household,2110
134.17,2045,Group Quarters - College,0
134.17,2045,Group Quarters - Military,0
134.17,2045,Group Quarters - Other,0
134.17,2045,Household,2110
134.17,2050,Group Quarters - College,0
134.17,2050,Group Quarters - Military,0
134.17,2050,Group Quarters - Other,0
134.17,2050,Household,2113
134.18,2012,Group Quarters - College,0
134.18,2012,Group Quarters - Military,0
134.18,2012,Group Quarters - Other,0
134.18,2012,Household,6128
134.18,2020,Group Quarters - College,0
134.18,2020,Group Quarters - Military,0
134.18,2020,Group Quarters - Other,0
134.18,2020,Household,6202
134.18,2025,Group Quarters - College,0
134.18,2025,Group Quarters - Military,0
134.18,2025,Group Quarters - Other,0
134.18,2025,Household,6194
134.18,2030,Group Quarters - College,0
134.18,2030,Group Quarters - Military,0
134.18,2030,Group Quarters - Other,0
134.18,2030,Household,6219
134.18,2035,Group Quarters - College,0
134.18,2035,Group Quarters - Military,0
134.18,2035,Group Quarters - Other,0
134.18,2035,Household,6190
134.18,2040,Group Quarters - College,0
134.18,2040,Group Quarters - Military,0
134.18,2040,Group Quarters - Other,0
134.18,2040,Household,6140
134.18,2045,Group Quarters - College,0
134.18,2045,Group Quarters - Military,0
134.18,2045,Group Quarters - Other,0
134.18,2045,Household,6130
134.18,2050,Group Quarters - College,0
134.18,2050,Group Quarters - Military,0
134.18,2050,Group Quarters - Other,0
134.18,2050,Household,6121
134.19,2012,Group Quarters - College,0
134.19,2012,Group Quarters - Military,0
134.19,2012,Group Quarters - Other,0
134.19,2012,Household,8012
134.19,2020,Group Quarters - College,0
134.19,2020,Group Quarters - Military,0
134.19,2020,Group Quarters - Other,0
134.19,2020,Household,8238
134.19,2025,Group Quarters - College,0
134.19,2025,Group Quarters - Military,0
134.19,2025,Group Quarters - Other,0
134.19,2025,Household,8226
134.19,2030,Group Quarters - College,0
134.19,2030,Group Quarters - Military,0
134.19,2030,Group Quarters - Other,0
134.19,2030,Household,8472
134.19,2035,Group Quarters - College,0
134.19,2035,Group Quarters - Military,0
134.19,2035,Group Quarters - Other,0
134.19,2035,Household,8578
134.19,2040,Group Quarters - College,0
134.19,2040,Group Quarters - Military,0
134.19,2040,Group Quarters - Other,0
134.19,2040,Household,8570
134.19,2045,Group Quarters - College,0
134.19,2045,Group Quarters - Military,0
134.19,2045,Group Quarters - Other,0
134.19,2045,Household,8567
134.19,2050,Group Quarters - College,0
134.19,2050,Group Quarters - Military,0
134.19,2050,Group Quarters - Other,0
134.19,2050,Household,8581
134.20,2012,Group Quarters - College,0
134.20,2012,Group Quarters - Military,0
134.20,2012,Group Quarters - Other,0
134.20,2012,Household,3534
134.20,2020,Group Quarters - College,0
134.20,2020,Group Quarters - Military,0
134.20,2020,Group Quarters - Other,0
134.20,2020,Household,3603
134.20,2025,Group Quarters - College,0
134.20,2025,Group Quarters - Military,0
134.20,2025,Group Quarters - Other,0
134.20,2025,Household,3604
134.20,2030,Group Quarters - College,0
134.20,2030,Group Quarters - Military,0
134.20,2030,Group Quarters - Other,0
134.20,2030,Household,3623
134.20,2035,Group Quarters - College,0
134.20,2035,Group Quarters - Military,0
134.20,2035,Group Quarters - Other,0
134.20,2035,Household,3610
134.20,2040,Group Quarters - College,0
134.20,2040,Group Quarters - Military,0
134.20,2040,Group Quarters - Other,0
134.20,2040,Household,3580
134.20,2045,Group Quarters - College,0
134.20,2045,Group Quarters - Military,0
134.20,2045,Group Quarters - Other,0
134.20,2045,Household,3580
134.20,2050,Group Quarters - College,0
134.20,2050,Group Quarters - Military,0
134.20,2050,Group Quarters - Other,0
134.20,2050,Household,3585
134.21,2012,Group Quarters - College,0
134.21,2012,Group Quarters - Military,0
134.21,2012,Group Quarters - Other,0
134.21,2012,Household,4751
134.21,2020,Group Quarters - College,0
134.21,2020,Group Quarters - Military,0
134.21,2020,Group Quarters - Other,0
134.21,2020,Household,4834
134.21,2025,Group Quarters - College,0
134.21,2025,Group Quarters - Military,0
134.21,2025,Group Quarters - Other,0
134.21,2025,Household,4839
134.21,2030,Group Quarters - College,0
134.21,2030,Group Quarters - Military,0
134.21,2030,Group Quarters - Other,0
134.21,2030,Household,4855
134.21,2035,Group Quarters - College,0
134.21,2035,Group Quarters - Military,0
134.21,2035,Group Quarters - Other,0
134.21,2035,Household,4841
134.21,2040,Group Quarters - College,0
134.21,2040,Group Quarters - Military,0
134.21,2040,Group Quarters - Other,0
134.21,2040,Household,4807
134.21,2045,Group Quarters - College,0
134.21,2045,Group Quarters - Military,0
134.21,2045,Group Quarters - Other,0
134.21,2045,Household,4797
134.21,2050,Group Quarters - College,0
134.21,2050,Group Quarters - Military,0
134.21,2050,Group Quarters - Other,0
134.21,2050,Household,4807
135.03,2012,Group Quarters - College,0
135.03,2012,Group Quarters - Military,0
135.03,2012,Group Quarters - Other,35
135.03,2012,Household,5809
135.03,2020,Group Quarters - College,0
135.03,2020,Group Quarters - Military,0
135.03,2020,Group Quarters - Other,27
135.03,2020,Household,6229
135.03,2025,Group Quarters - College,4
135.03,2025,Group Quarters - Military,0
135.03,2025,Group Quarters - Other,28
135.03,2025,Household,6911
135.03,2030,Group Quarters - College,4
135.03,2030,Group Quarters - Military,0
135.03,2030,Group Quarters - Other,30
135.03,2030,Household,6923
135.03,2035,Group Quarters - College,4
135.03,2035,Group Quarters - Military,0
135.03,2035,Group Quarters - Other,33
135.03,2035,Household,6908
135.03,2040,Group Quarters - College,4
135.03,2040,Group Quarters - Military,0
135.03,2040,Group Quarters - Other,36
135.03,2040,Household,6312
135.03,2045,Group Quarters - College,4
135.03,2045,Group Quarters - Military,0
135.03,2045,Group Quarters - Other,39
135.03,2045,Household,6166
135.03,2050,Group Quarters - College,4
135.03,2050,Group Quarters - Military,0
135.03,2050,Group Quarters - Other,42
135.03,2050,Household,6122
135.04,2012,Group Quarters - College,0
135.04,2012,Group Quarters - Military,0
135.04,2012,Group Quarters - Other,0
135.04,2012,Household,3532
135.04,2020,Group Quarters - College,0
135.04,2020,Group Quarters - Military,0
135.04,2020,Group Quarters - Other,0
135.04,2020,Household,3608
135.04,2025,Group Quarters - College,0
135.04,2025,Group Quarters - Military,0
135.04,2025,Group Quarters - Other,0
135.04,2025,Household,3978
135.04,2030,Group Quarters - College,0
135.04,2030,Group Quarters - Military,0
135.04,2030,Group Quarters - Other,0
135.04,2030,Household,4060
135.04,2035,Group Quarters - College,0
135.04,2035,Group Quarters - Military,0
135.04,2035,Group Quarters - Other,0
135.04,2035,Household,4045
135.04,2040,Group Quarters - College,0
135.04,2040,Group Quarters - Military,0
135.04,2040,Group Quarters - Other,0
135.04,2040,Household,3933
135.04,2045,Group Quarters - College,0
135.04,2045,Group Quarters - Military,0
135.04,2045,Group Quarters - Other,0
135.04,2045,Household,3845
135.04,2050,Group Quarters - College,0
135.04,2050,Group Quarters - Military,0
135.04,2050,Group Quarters - Other,0
135.04,2050,Household,3823
135.05,2012,Group Quarters - College,0
135.05,2012,Group Quarters - Military,0
135.05,2012,Group Quarters - Other,0
135.05,2012,Household,4816
135.05,2020,Group Quarters - College,0
135.05,2020,Group Quarters - Military,0
135.05,2020,Group Quarters - Other,0
135.05,2020,Household,5157
135.05,2025,Group Quarters - College,0
135.05,2025,Group Quarters - Military,0
135.05,2025,Group Quarters - Other,0
135.05,2025,Household,5152
135.05,2030,Group Quarters - College,0
135.05,2030,Group Quarters - Military,0
135.05,2030,Group Quarters - Other,0
135.05,2030,Household,5168
135.05,2035,Group Quarters - College,0
135.05,2035,Group Quarters - Military,0
135.05,2035,Group Quarters - Other,0
135.05,2035,Household,5151
135.05,2040,Group Quarters - College,0
135.05,2040,Group Quarters - Military,0
135.05,2040,Group Quarters - Other,0
135.05,2040,Household,6190
135.05,2045,Group Quarters - College,0
135.05,2045,Group Quarters - Military,0
135.05,2045,Group Quarters - Other,0
135.05,2045,Household,6135
135.05,2050,Group Quarters - College,0
135.05,2050,Group Quarters - Military,0
135.05,2050,Group Quarters - Other,0
135.05,2050,Household,6121
135.06,2012,Group Quarters - College,0
135.06,2012,Group Quarters - Military,0
135.06,2012,Group Quarters - Other,21
135.06,2012,Household,3545
135.06,2020,Group Quarters - College,0
135.06,2020,Group Quarters - Military,0
135.06,2020,Group Quarters - Other,18
135.06,2020,Household,3613
135.06,2025,Group Quarters - College,2
135.06,2025,Group Quarters - Military,0
135.06,2025,Group Quarters - Other,18
135.06,2025,Household,4782
135.06,2030,Group Quarters - College,2
135.06,2030,Group Quarters - Military,0
135.06,2030,Group Quarters - Other,19
135.06,2030,Household,4920
135.06,2035,Group Quarters - College,2
135.06,2035,Group Quarters - Military,0
135.06,2035,Group Quarters - Other,20
135.06,2035,Household,4900
135.06,2040,Group Quarters - College,2
135.06,2040,Group Quarters - Military,0
135.06,2040,Group Quarters - Other,21
135.06,2040,Household,5459
135.06,2045,Group Quarters - College,2
135.06,2045,Group Quarters - Military,0
135.06,2045,Group Quarters - Other,22
135.06,2045,Household,6304
135.06,2050,Group Quarters - College,2
135.06,2050,Group Quarters - Military,0
135.06,2050,Group Quarters - Other,23
135.06,2050,Household,6324
