"id","date","year","month","day","week","dow","time","hour","is_night","type","address","city","segment_id","nbrhood","community","comm_pop","council","council_pop","asr_zone","lampdist","lat","lon","desc","gctype","gcquality"
"","2013-07-07",2013,7,4936,26,0,"00:00:00",0,1,"","NONE","SndSDO",-1,"NONE","NONE",0,"NONE",0,"","",0.0,0.0,"","NONE",-1
"","2013-07-07",2013,7,4936,26,0,"00:00:00",0,1,"","NONE","SndSDO",-1,"NONE","NONE",0,"NONE",0,"","",0.0,0.0,"","NONE",-1
"","2013-07-07",2013,7,4936,26,0,"00:00:00",0,1,"","NONE","SndSDO",-1,"NONE","NONE",0,"NONE",0,"","",0.0,0.0,"","NONE",-1
"","2013-07-07",2013,7,4936,26,0,"00:00:00",0,1,"","NONE","SndSDO",-1,"NONE","NONE",0,"NONE",0,"","",0.0,0.0,"","NONE",-1
"","2013-04-01",2013,4,4839,13,1,"00:00:00",0,1,"ASSAULT","10000  Block Rio San Diego Drive","SndSAN",179314,"SanSSI","SanMSS",18947,"San007",147442,3,6324,32.7779595997,-117.131886621,"CAUSE GREAT BODILY HARM/DEATH OF ELDER/DEPENDENT ADULT","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"00:00:00",0,1,"BURGLARY","700 S  Block 38Th Street","SndSAN",4883,"SanMON","SanSOT",57358,"San009",145045,2,1414,32.6987226033,-117.112484588,"RESIDENTIAL BURGLARY","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"00:00:00",0,1,"BURGLARY","5000  Block Reynolds Street","SndSAN",54971,"SanLNC","SanENC",47361,"San004",142911,1,1414,32.6945080325,-117.086516283,"RESIDENTIAL BURGLARY","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"00:00:00",0,1,"FRAUD","2200 E  Block Division Street","SndNAT",24667,"NONE","NONE",0,"NONE",0,"","",32.6891806809,-117.086426736,"FRAUD","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"00:00:00",0,1,"FRAUD","3000 E  Block 04Th Street","SndNAT",1357,"NONE","NONE",0,"NONE",0,"","",32.6880445523,-117.077000159,"FRAUD","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"00:00:00",0,1,"FRAUD","7000  Block Springford Avenue","SndSAN",59026,"SanSKL","SanSKY",67273,"San004",142911,1,3162,32.7062748133,-117.044893431,"FRAUD","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"00:00:00",0,1,"FRAUD","5200  Block Triple Crown Row","SndSDO",110154,"NONE","NONE",0,"NONE",0,"","",33.2941168862,-117.227240868,"FRAUD","cns/segment",35
"","2013-04-01",2013,4,4839,13,1,"00:00:00",0,1,"FRAUD","8700  Block Ginger Snap Lane","SndSAN",74804,"SanRNC","SanRNC",42779,"San006",140738,1,7000,32.9494578737,-117.138014073,"FRAUD","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"00:00:00",0,1,"THEFT/LARCENY","4000  Block Everts Street","SndSAN",28262,"SanPCF","SanPCF",39849,"San002",142456,1,2236,32.7919046556,-117.246170506,"PETTY THEFT / THEFT OF PERSONAL PROPERTY / SHOPLIFT","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"00:00:00",0,1,"VEHICLE BREAK-IN/THEFT","7600  Block Seattle Drive","SndLAM",167952,"NONE","NONE",0,"NONE",0,"","",32.7511498112,-117.033685349,"VEHICLE BREAK-IN/THEFT","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"00:00:00",0,1,"VEHICLE BREAK-IN/THEFT","700  Block Kingswood Street","SndSAN",32586,"SanBAT","SanSKY",67273,"San004",142911,1,0,32.6903876035,-117.044751778,"VEHICLE BREAK-IN/THEFT","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"00:01:00",0,1,"FRAUD","1300  Block Morning View Drive","SndESC",83695,"NONE","NONE",0,"NONE",0,"","",33.1374896312,-117.095967647,"FRAUD","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"00:01:00",0,1,"FRAUD","4700  Block Mayflower Way","SndOCN",56827,"NONE","NONE",0,"NONE",0,"","",33.2404442858,-117.301004233,"FRAUD","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"00:01:00",0,1,"FRAUD","2000  Block Capri Court","SndSDO",83326,"NONE","NONE",0,"NONE",0,"","",32.755054784,-116.914574238,"FRAUD","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"00:01:00",0,1,"FRAUD","7500  Block Plein Aire","SndSAN",162867,"SanBLA","SanBLA",6653,"San005",143957,1,12000,32.9955082637,-117.166793475,"FRAUD","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"00:01:00",0,1,"FRAUD","3200  Block West Canyon Avenue","SndSAN",154283,"SanSER","SanKER",6417,"San007",147442,4,2000,32.8031860269,-117.120908823,"FRAUD","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"00:01:00",0,1,"SEX CRIMES","28700  Block Cole Grade Road","SndSDO",161757,"NONE","NONE",0,"NONE",0,"","",33.2348953365,-117.024029361,"OTHER SEX CRIME","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"00:04:00",0,1,"VANDALISM","9400  Block Ruffin Court","SndSAN",35279,"SanKER","SanKER",6417,"San006",140738,7,9055,32.8287191313,-117.124144594,"VANDALISM ($400 OR MORE)","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"00:05:00",0,1,"DRUGS/ALCOHOL VIOLATIONS","Buena Vista Avenue / Broadway","SndSDO",-1,"NONE","NONE",0,"NONE",0,"","",0.0,0.0,"POSSESS UNLAWFUL PARAPHERNALIA (M)","NONE",-1
"","2013-04-01",2013,4,4839,13,1,"00:05:00",0,1,"DRUGS/ALCOHOL VIOLATIONS","2400 E  Block 04Th Street","SndNAT",1353,"NONE","NONE",0,"NONE",0,"","",32.6866982359,-117.081836739,"DISORDERLY CONDUCT:  ALCOHOL","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"00:10:00",0,1,"DRUGS/ALCOHOL VIOLATIONS","200  Block Main Street","SndVIS",36516,"NONE","NONE",0,"NONE",0,"","",33.2022889534,-117.242184246,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"00:16:00",0,1,"FRAUD","800  Block Olive Avenue","SndVIS",50198,"NONE","NONE",0,"NONE",0,"","",33.2046792742,-117.258733604,"FRAUD","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"00:30:00",0,1,"BURGLARY","700 W  Block 13Th Avenue","SndESC",2774,"NONE","NONE",0,"NONE",0,"","",33.1061325254,-117.083297068,"RESIDENTIAL BURGLARY","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"00:56:00",0,1,"DRUGS/ALCOHOL VIOLATIONS","Maryland Court / Maryland Drive","SndSDO",-1,"NONE","NONE",0,"NONE",0,"","",0.0,0.0,"POSS CONTROLLED SUBS (F)","NONE",-1
"","2013-04-01",2013,4,4839,13,1,"01:00:00",1,1,"VEHICLE BREAK-IN/THEFT","5600  Block Tulane Street","SndSAN",61533,"SanNUV","SanUNV",63098,"San001",147305,1,1414,32.8459664866,-117.214874649,"VEHICLE BREAK-IN/THEFT","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"01:01:00",1,1,"WEAPONS","500  Block 28Th Street","SndSAN",3869,"SanGRN","SanSOT",57358,"San008",144830,4,2236,32.7108283502,-117.133840458,"MANUFACTURE/SELL/POSSESS DANGEROUS WEAPONS/EXPLOSIVES/ETC","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"01:15:00",1,1,"DRUGS/ALCOHOL VIOLATIONS","600  Block H Street","SndCHU",33307,"NONE","NONE",0,"NONE",0,"","",32.6307285896,-117.090250998,"USE/UNDER INFLUENCE OF CONTROLLED SUBSTANCE","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"01:16:00",1,1,"DRUGS/ALCOHOL VIOLATIONS","2700  Block K Street","SndSAN",39542,"SanGRN","SanSOT",57358,"San008",144830,2,4123,32.708463148,-117.13568205,"USE/UNDER INFLUENCE OF CONTROLLED SUBSTANCE","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"01:18:00",1,1,"DUI","Johnson Avenue / Village Parkway","SndSDO",-1,"NONE","NONE",0,"NONE",0,"","",0.0,0.0,"DUI ALC/DRUGS (M)","NONE",-1
"","2013-04-01",2013,4,4839,13,1,"01:30:00",1,1,"DRUGS/ALCOHOL VIOLATIONS","3800  Block Mission Avenue","SndOCN",202815,"NONE","NONE",0,"NONE",0,"","",33.2264651611,-117.329797591,"DISORDERLY CONDUCT:  ALCOHOL","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"01:46:00",1,1,"DRUGS/ALCOHOL VIOLATIONS","1300 E  Block 01St Street","SndNAT",420,"NONE","NONE",0,"NONE",0,"","",32.6858179147,-117.095366686,"DISORDERLY CONDUCT:  ALCOHOL","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"01:46:00",1,1,"DRUGS/ALCOHOL VIOLATIONS","1300 E  Block 01St Street","SndNAT",420,"NONE","NONE",0,"NONE",0,"","",32.6858179147,-117.095366686,"DISORDERLY CONDUCT:  ALCOHOL","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"02:00:00",2,1,"BURGLARY","2600  Block Mendonca Drive","SndSAN",169936,"SanIDW","SanMDW",5829,"San002",142456,4,1000,32.7437342894,-117.206989572,"RESIDENTIAL BURGLARY","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"02:00:00",2,1,"VEHICLE BREAK-IN/THEFT","1900  Block Broadway","SndOCN",13702,"NONE","NONE",0,"NONE",0,"","",33.1734566802,-117.363276083,"VEHICLE BREAK-IN/THEFT","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"02:00:00",2,1,"VEHICLE BREAK-IN/THEFT","11000  Block Ivy Hill Drive","SndSAN",140323,"SanMRM","SanMRM",11953,"San005",143957,1,3000,32.9363626588,-117.091105132,"VEHICLE BREAK-IN/THEFT","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"02:04:00",2,1,"FRAUD","Pinkard Lane / Pinkard Way","SndSDO",-1,"NONE","NONE",0,"NONE",0,"","",0.0,0.0,"FRAUD","NONE",-1
"","2013-04-01",2013,4,4839,13,1,"02:19:00",2,1,"DUI","500 N  Block Ash Street","SndESC",9079,"NONE","NONE",0,"NONE",0,"","",33.1324731417,-117.0677525,"DUI ALCOHOL AND/OR DRUGS","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"02:33:00",2,1,"MOTOR VEHICLE THEFT","1100 E  Block Lexington Avenue","SndELC",19491,"NONE","NONE",0,"NONE",0,"","",32.7926782225,-116.942967993,"TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F)","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"02:35:00",2,1,"DRUGS/ALCOHOL VIOLATIONS","1200 E  Block Valley Parkway","SndESC",83595,"NONE","NONE",0,"NONE",0,"","",33.0947974393,-117.05647421,"DISORDERLY CONDUCT:  ALCOHOL","cns/segment",31
"","2013-04-01",2013,4,4839,13,1,"02:51:00",2,1,"DUI","2800  Block Thunder Drive","SndOCN",71750,"NONE","NONE",0,"NONE",0,"","",33.1968167093,-117.288165632,"DUI ALCOHOL AND/OR DRUGS","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"02:56:00",2,1,"DRUGS/ALCOHOL VIOLATIONS","4100  Block 30Th Street","SndSAN",4134,"SanNRT","SanGRE",45697,"San003",147116,6,1414,32.7531445813,-117.130161806,"USE/UNDER INFLUENCE OF CONTROLLED SUBSTANCE","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"02:56:00",2,1,"DUI","4300  Block Gresham Street","SndSAN",32843,"SanPCF","SanPCF",39849,"San002",142456,3,5000,32.7963060105,-117.243701167,"DUI ALCOHOL AND/OR DRUGS","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"02:57:00",2,1,"DRUGS/ALCOHOL VIOLATIONS","0  Block E","SndNAT",112859,"NONE","NONE",0,"NONE",0,"","",32.661985636,-117.071108649,"POSS CONTROLLED SUBS (F)","cns/segment",35
"","2013-04-01",2013,4,4839,13,1,"03:00:00",3,1,"DRUGS/ALCOHOL VIOLATIONS","6800  Block Imperial Avenue","SndSAN",29969,"SanSKL","SanSKY",67273,"San004",142911,6,6324,32.7117187718,-117.050112289,"POSSESS CONTROLLED SUBSTANCE","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"03:00:00",3,1,"MOTOR VEHICLE THEFT","1100  Block 08Th Avenue","SndSAN",2028,"SanCOR","SanDOW",31759,"San003",147116,6,0,32.7172905128,-117.157438058,"TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"03:00:00",3,1,"SEX CRIMES","1100  Block Island Avenue","SndSAN",38189,"SanEAS","SanDOW",31759,"San003",147116,6,1000,32.7104512965,-117.154194641,"RAPE","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"03:00:00",3,1,"VEHICLE BREAK-IN/THEFT","500 W  Block Washington Avenue","SndESC",46593,"NONE","NONE",0,"NONE",0,"","",33.1247553651,-117.090931982,"VEHICLE BREAK-IN/THEFT","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"03:08:00",3,1,"DUI","2500  Block K Street","SndSAN",39539,"SanGRN","SanSOT",57358,"San008",144830,6,2000,32.7084349122,-117.13988437,"DUI ALCOHOL AND/OR DRUGS","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"03:09:00",3,1,"DRUGS/ALCOHOL VIOLATIONS","4200  Block Clairemont Mesa Boulevard","SndSAN",18687,"SanNOA","SanCLA",77873,"San006",140738,6,4242,32.8314793248,-117.201649863,"POSSESS MARIJUANA 28.5 GRAMS OR LESS OR W/NO PRIOR","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"03:10:00",3,1,"DRUGS/ALCOHOL VIOLATIONS","1200  Block El Cajon Boulevard","SndELC",138623,"NONE","NONE",0,"NONE",0,"","",32.7804114947,-116.984071322,"USE/UNDER INFL OF CONTROLLED SUBS (M)","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"03:16:00",3,1,"DRUGS/ALCOHOL VIOLATIONS","Seacoast Drive / Evergreen Avenue","SndSDO",-1,"NONE","NONE",0,"NONE",0,"","",0.0,0.0,"USE/UNDER INFL OF CONTROLLED SUBS (M)","NONE",-1
"","2013-04-01",2013,4,4839,13,1,"03:54:00",3,1,"MOTOR VEHICLE THEFT","1000  Block Barona Road","SndSDO",182622,"NONE","NONE",0,"NONE",0,"","",32.9327880538,-116.87557927,"TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F)","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"03:55:00",3,1,"DRUGS/ALCOHOL VIOLATIONS","2800  Block Menlo Avenue","SndSAN",45693,"SanSWA","SanMDC",74062,"San009",145045,2,4000,32.7360146126,-117.094763783,"DISORDERLY CONDUCT:  ALCOHOL","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"04:01:00",4,1,"BURGLARY","100  Block Sellsway Street","SndSAN",57524,"SanSNS","SanSNS",27869,"San008",144830,2,3162,32.5550835064,-117.04653489,"RESIDENTIAL BURGLARY","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"04:25:00",4,1,"ROBBERY","4200  Block Clairemont Mesa Boulevard","SndSAN",18687,"SanNOA","SanCLA",77873,"San006",140738,6,4242,32.8314793248,-117.201649863,"COMMERCIAL ROBBERY - WEAPON USED","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"04:30:00",4,1,"BURGLARY","600  Block De Luz Road","SndSDO",74709,"NONE","NONE",0,"NONE",0,"","",33.386903156,-117.252386661,"RESIDENTIAL BURGLARY","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"04:45:00",4,1,"VEHICLE BREAK-IN/THEFT","3000  Block Erie Street","SndSAN",27544,"SanBAP","SanCLA",77873,"San002",142456,1,4242,32.7960099309,-117.201146145,"VEHICLE BREAK-IN/THEFT","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"04:50:00",4,1,"ASSAULT","100  Block Henry Lane","SndCHU",77983,"NONE","NONE",0,"NONE",0,"","",32.6114727542,-117.060048895,"ASSAULT W/DEADLY WEAPON OTHER THAN FIREARM OR GBI FORCE","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"05:00:00",5,1,"BURGLARY","0 N  Block Euclid Avenue","SndNAT",153447,"NONE","NONE",0,"NONE",0,"","",32.6624842888,-117.078222456,"COMMERCIAL BURGLARY","cns/segment",55
"","2013-04-01",2013,4,4839,13,1,"05:35:00",5,1,"ASSAULT","11300  Block Via Rancho San Diego F","SndSDO",-1,"NONE","NONE",0,"NONE",0,"","",0.0,0.0,"SIMPLE BATTERY (M)","NONE",-1
"","2013-04-01",2013,4,4839,13,1,"05:45:00",5,1,"VEHICLE BREAK-IN/THEFT","700  Block Vista Grande Way","SndOCN",19456,"NONE","NONE",0,"NONE",0,"","",33.2258405217,-117.31220916,"VEHICLE BREAK-IN/THEFT","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"06:00:00",6,1,"BURGLARY","8400  Block San Carlos Drive","SndSAN",56413,"SanLAK","SanNAV",48313,"San007",147442,1,3162,32.8007375278,-117.016308081,"RESIDENTIAL BURGLARY","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"06:03:00",6,1,"VANDALISM","2600  Block Haller Street","SndSAN",33567,"SanNRT","SanGRE",45697,"San003",147116,2,2236,32.7336800336,-117.114296147,"VANDALISM (LESS THAN $400)","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"06:30:00",6,1,"VANDALISM","2600  Block Haller Street","SndSAN",33567,"SanNRT","SanGRE",45697,"San003",147116,2,2236,32.7336800336,-117.114296147,"MALICIOUS MISCHIEF/VANDALISM(MISDEMEANOR)","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"06:30:00",6,1,"VEHICLE BREAK-IN/THEFT","1700  Block Freda Lane","SndENC",30047,"NONE","NONE",0,"NONE",0,"","",33.0268391215,-117.269011226,"VEHICLE BREAK-IN/THEFT","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"06:45:00",6,1,"VEHICLE BREAK-IN/THEFT","100  Block Sicard Street","SndSAN",58162,"SanLOG","SanSOT",57358,"San008",144830,6,2000,32.700684187,-117.133951675,"VEHICLE BREAK-IN/THEFT","cns/segment",52
"","2013-04-01",2013,4,4839,13,1,"07:00:00",7,0,"BURGLARY","34300  Block Lilac Road","SndSDO",87347,"NONE","NONE",0,"NONE",0,"","",33.3449958976,-117.081987449,"COMMERCIAL BURGLARY","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"07:45:00",7,0,"MOTOR VEHICLE THEFT","1400  Block Oro Vista Road","SndSAN",30365,"SanNES","SanOAT",60544,"San008",144830,3,6082,32.5698693776,-117.078050061,"TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"08:00:00",8,0,"BURGLARY","3400  Block Waco Street","SndSAN",63686,"SanBAP","SanCLA",77873,"San002",142456,3,2236,32.8029652838,-117.196253436,"RESIDENTIAL BURGLARY","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"08:00:00",8,0,"FRAUD","13300  Block Hillcrest Drive","SndSDO",88001,"NONE","NONE",0,"NONE",0,"","",33.27454428,-117.042520621,"FRAUD","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"08:00:00",8,0,"FRAUD","5600  Block Moorefield Drive","SndSDO",195535,"NONE","NONE",0,"NONE",0,"","",32.8034396463,-116.827936167,"FRAUD","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"08:00:00",8,0,"FRAUD","11900  Block Paseo Lucido","SndSAN",45004,"SanRAN","SanRAN",40096,"San005",143957,9,2236,33.0120596548,-117.073411584,"FRAUD","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"08:00:00",8,0,"FRAUD","5800  Block Ciudad Leon Court","SndSAN",82585,"SanDLC","SanNAV",48313,"San007",147442,1,3000,32.7835724885,-117.051146173,"FRAUD","cns/segment",54
"","2013-04-01",2013,4,4839,13,1,"08:00:00",8,0,"FRAUD","6500  Block Montezuma Road","SndSAN",47391,"SanCLL","SanCOL",20794,"San009",145045,4,4123,32.7692691085,-117.05797198,"FRAUD","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"08:00:00",8,0,"FRAUD","9800  Block Magnolia Avenue","SndSNT",31428,"NONE","NONE",0,"NONE",0,"","",32.8558156987,-116.971051381,"FRAUD","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"08:00:00",8,0,"MOTOR VEHICLE THEFT","1000  Block Highland Avenue","SndNAT",34751,"NONE","NONE",0,"NONE",0,"","",32.6754556354,-117.09768384,"TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"08:00:00",8,0,"MOTOR VEHICLE THEFT","4500  Block Haines Street","SndSAN",33459,"SanPCF","SanPCF",39849,"San002",142456,6,2000,32.7996127022,-117.24278694,"TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"08:00:00",8,0,"MOTOR VEHICLE THEFT","2300  Block Palm Avenue","SndSAN",51656,"SanLAJ","SanLAJ",29018,"San001",147305,1,3000,32.8233593087,-117.235951849,"TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT","cns/segment",41
"","2013-04-01",2013,4,4839,13,1,"08:00:00",8,0,"THEFT/LARCENY","1100  Block Broadway","SndELC",13277,"NONE","NONE",0,"NONE",0,"","",32.807709691,-116.94237678,"PETTY THEFT(All Other Larceny) (M)","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"08:00:00",8,0,"VEHICLE BREAK-IN/THEFT","3400  Block Kearny Villa Lane","SndSAN",39788,"SanBIR","SanSER",20959,"San007",147442,4,4000,32.8049572957,-117.153794926,"VEHICLE BREAK-IN/THEFT","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"08:05:00",8,0,"DRUGS/ALCOHOL VIOLATIONS","4300  Block J Street","SndSAN",38458,"SanMTO","SanSOT",57358,"San009",145045,2,3162,32.7096477746,-117.101825823,"POSSESS CONTROLLED SUBSTANCE","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"08:05:00",8,0,"THEFT/LARCENY","5500  Block Shasta Lane","SndLAM",57799,"NONE","NONE",0,"NONE",0,"","",32.7791736301,-117.035418129,"PETTY THEFT","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"08:15:00",8,0,"BURGLARY","13800  Block Carmel Valley Road","SndSAN",159708,"SanTRR","SanTRR",7725,"San005",143957,6,4123,32.9700550094,-117.164721187,"RESIDENTIAL BURGLARY","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"08:15:00",8,0,"DRUGS/ALCOHOL VIOLATIONS","700  Block Jamacha Road","SndELC",22755,"NONE","NONE",0,"NONE",0,"","",32.7864832246,-116.927939545,"POSS CONTROLLED SUBS (F)","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"08:32:00",8,0,"DRUGS/ALCOHOL VIOLATIONS","7600  Block Alvarado Road","SndLAM",202696,"NONE","NONE",0,"NONE",0,"","",32.7732869907,-117.033755179,"POSSESS NARCOTIC CONTROLLED SUBSTANCE","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"08:32:00",8,0,"DRUGS/ALCOHOL VIOLATIONS","7600  Block Alvarado Road","SndLAM",202696,"NONE","NONE",0,"NONE",0,"","",32.7732869907,-117.033755179,"POSSESS NARCOTIC CONTROLLED SUBSTANCE","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"08:33:00",8,0,"DRUGS/ALCOHOL VIOLATIONS","1000  Block 18Th Street","SndSAN",3243,"SanEGG","SanOAT",60544,"San008",144830,1,1414,32.5774559991,-117.094882732,"POSSESS UNLAWFUL PARAPHERNALIA (M)","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"08:39:00",8,0,"FRAUD","800  Block College Boulevard","SndOCN",70915,"NONE","NONE",0,"NONE",0,"","",33.2384986191,-117.291768682,"FRAUD","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"08:43:00",8,0,"DRUGS/ALCOHOL VIOLATIONS","900 S  Block Santa Fe Avenue","SndVIS",12316,"NONE","NONE",0,"NONE",0,"","",33.1934135127,-117.23331492,"POSS NARCOTIC CONTROLLED SUBS (F)","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"08:50:00",8,0,"ASSAULT","8700  Block Mast Boulevard","SndSNT",188747,"NONE","NONE",0,"NONE",0,"","",32.8494898373,-117.015233439,"BATTERY ON PERSON ON SCHOOL/HOSPITAL/PARK PROPERTY (M)","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"09:00:00",9,0,"BURGLARY","6000  Block Avenorra Drive","SndLAM",9738,"NONE","NONE",0,"NONE",0,"","",32.788939162,-117.030178811,"RESIDENTIAL BURGLARY","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"09:00:00",9,0,"BURGLARY","4400  Block Federal Boulevard","SndSAN",28863,"SanRID","SanMDC",74062,"San004",142911,7,5099,32.7209689747,-117.099818151,"COMMERCIAL BURGLARY","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"09:00:00",9,0,"MOTOR VEHICLE THEFT","2200  Block Via Esmarca","SndOCN",71626,"NONE","NONE",0,"NONE",0,"","",33.1857662174,-117.331283022,"TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"09:00:00",9,0,"MOTOR VEHICLE THEFT","1600  Block Quivira Way","SndSAN",54142,"SanMIS","SanMIS",2076,"San002",142456,0,2000,32.7586062601,-117.242411685,"TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"09:00:00",9,0,"VEHICLE BREAK-IN/THEFT","1600  Block Oro Vista Road","SndSAN",30369,"SanNES","SanOAT",60544,"San008",144830,3,6082,32.5665330559,-117.078164821,"VEHICLE BREAK-IN/THEFT","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"09:02:00",9,0,"FRAUD","1500  Block Live Oak Street","SndCHU",158727,"NONE","NONE",0,"NONE",0,"","",32.6280582231,-116.992530741,"FRAUD","cns/segment",54
"","2013-04-01",2013,4,4839,13,1,"09:10:00",9,0,"DRUGS/ALCOHOL VIOLATIONS","10300  Block Lairwood Drive","SndSNT",67297,"NONE","NONE",0,"NONE",0,"","",32.8639736959,-116.981018486,"POSSESS UNLAWFUL PARAPHERNALIA (M)","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"09:20:00",9,0,"DRUGS/ALCOHOL VIOLATIONS","700  Block Broadway","SndCHU",13122,"NONE","NONE",0,"NONE",0,"","",32.6223341843,-117.086085362,"POSSESS CONTROLLED SUBSTANCE","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"09:30:00",9,0,"DRUGS/ALCOHOL VIOLATIONS","5000  Block Lotus Street","SndSAN",43444,"SanOCN","SanOCN",12953,"San002",142456,4,7810,32.7530672408,-117.246752708,"USE/UNDER INFLUENCE OF CONTROLLED SUBSTANCE","cns/segment",65
"","2013-04-01",2013,4,4839,13,1,"09:30:00",9,0,"THEFT/LARCENY","2800  Block Madison Street","SndCAR",43843,"NONE","NONE",0,"NONE",0,"","",33.1626011064,-117.34811596,"PETTY THEFT","cns/segment",65
