"id","date","year","month","day","week","dow","time","hour","is_night","type","address","city","segment_id","nbrhood","community","comm_pop","council","council_pop","asr_zone","lampdist","lat","lon","desc","gctype","gcquality"
"","2013-04-18",2013,4,4856,15,4,"10:31:00",10,0,"VANDALISM","600  Block Nordahl Road","SndSNM",49294,"NONE","NONE",0,"NONE",0,"","",33.1320953899,-117.12143252,"VANDALISM ($400 OR MORE) (F)","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"10:34:00",10,0,"BURGLARY","0  Block Sdcj","SndSDO",-1,"NONE","NONE",0,"NONE",0,"","",0.0,0.0,"COMMERCIAL BURGLARY","NONE",-1
"","2013-04-18",2013,4,4856,15,4,"10:34:00",10,0,"DRUGS/ALCOHOL VIOLATIONS","2500  Block El Cam Real","SndCAR",26341,"NONE","NONE",0,"NONE",0,"","",33.1784979109,-117.326685802,"USE/UNDER INFLUENCE OF CONTROLLED SUBSTANCE","cns/segment",54
"","2013-04-18",2013,4,4856,15,4,"10:36:00",10,0,"DRUGS/ALCOHOL VIOLATIONS","3300  Block New Jersey Avenue","SndLEM",49026,"NONE","NONE",0,"NONE",0,"","",32.742143539,-117.036384096,"POSS CONTROLLED SUBS (F)","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"10:42:00",10,0,"DRUGS/ALCOHOL VIOLATIONS","800 N  Block Santa Fe Avenue","SndVIS",12614,"NONE","NONE",0,"NONE",0,"","",33.210375325,-117.244922128,"POSS CONTROLLED SUBS (F)","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"10:50:00",10,0,"MOTOR VEHICLE THEFT","3200  Block Collier Avenue","SndSAN",19207,"SanADM","SanMDS",15748,"San003",147116,1,4472,32.7654734847,-117.124684849,"TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"10:56:00",10,0,"THEFT/LARCENY","100 S  Block Rancho Santa Fe Road","SndSNM",102899,"NONE","NONE",0,"NONE",0,"","",33.1483395206,-117.199160794,"PETTY THEFT(All Other Larceny) (M)","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"11:00:00",11,0,"ASSAULT","3500  Block Nile Street","SndSAN",49175,"SanNRT","SanGRE",45697,"San003",147116,2,2236,32.7427929896,-117.119992784,"BATTERY WITH SERIOUS BODILY INJURY (F)","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"11:00:00",11,0,"FRAUD","10200  Block Patriot Street","SndSAN",75301,"SanTIR","SanTIR",30447,"San007",147442,2,12000,32.8002645169,-117.109116923,"FRAUD","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"11:00:00",11,0,"VANDALISM","900  Block Peach Avenue","SndELC",52305,"NONE","NONE",0,"NONE",0,"","",32.8065823683,-116.949526265,"VANDALISM ($400 OR MORE) (F)","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"11:15:00",11,0,"DRUGS/ALCOHOL VIOLATIONS","4800  Block Narragansett Avenue","SndSAN",48793,"SanOCN","SanOCN",12953,"San002",142456,6,8062,32.7435840311,-117.249918051,"OPEN CONTAINER IN PUBLIC PARK","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"11:20:00",11,0,"THEFT/LARCENY","2800  Block Ocean View Boulevard","SndSAN",49907,"SanLOG","SanSOT",57358,"San008",144830,6,1000,32.7011571619,-117.132768292,"PETTY THEFT / THEFT OF PERSONAL PROPERTY / SHOPLIFT","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"11:29:00",11,0,"VEHICLE BREAK-IN/THEFT","10300  Block Friars Road","SndSAN",30184,"SanGRA","SanNAV",48313,"San007",147442,8,10049,32.7903718511,-117.10214456,"VEHICLE BREAK-IN/THEFT","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"11:30:00",11,0,"BURGLARY","2800  Block A Street","SndSAN",6254,"SanGOL","SanGRT",15461,"San003",147116,6,2236,32.718979758,-117.133549924,"RESIDENTIAL BURGLARY","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"11:32:00",11,0,"THEFT/LARCENY","1400  Block C Street","SndSAN",14342,"SanEAS","SanDOW",31759,"San003",147116,1,1414,32.7168003248,-117.15119545,"GRAND THEFT/UNSPECIFIED","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"11:39:00",11,0,"VEHICLE BREAK-IN/THEFT","Singer Lane / Campo Road","SndSDO",-1,"NONE","NONE",0,"NONE",0,"","",0.0,0.0,"VEHICLE BREAK-IN/THEFT","NONE",-1
"","2013-04-18",2013,4,4856,15,4,"11:40:00",11,0,"THEFT/LARCENY","7200  Block Mesa College Drive","SndSAN",8956,"SanCAL","SanCLA",77873,"San006",140738,6,1000,32.8031180772,-117.163659431,"PETTY THEFT / THEFT OF PERSONAL PROPERTY / SHOPLIFT","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"11:42:00",11,0,"DRUGS/ALCOHOL VIOLATIONS","300  Block Washington Street","SndSAN",63949,"SanHIL","SanUPT",37279,"San003",147116,6,2236,32.749915357,-117.162472294,"OPEN CONTAINER IN PUBLIC PARK","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"11:50:00",11,0,"THEFT/LARCENY","2400  Block 05Th Avenue","SndSAN",1474,"SanPRK","SanUPT",37279,"San003",147116,1,1000,32.730869184,-117.160284992,"PETTY THEFT / THEFT OF PERSONAL PROPERTY / SHOPLIFT","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"11:52:00",11,0,"FRAUD","900  Block Carlsbad Village Drive","SndCAR",26222,"NONE","NONE",0,"NONE",0,"","",33.1620927668,-117.344348383,"FRAUD","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"11:58:00",11,0,"BURGLARY","17000 W  Block West Bernardo Drive","SndSDO",-1,"NONE","NONE",0,"NONE",0,"","",0.0,0.0,"COMMERCIAL BURGLARY","NONE",-1
"","2013-04-18",2013,4,4856,15,4,"11:59:00",11,0,"DRUGS/ALCOHOL VIOLATIONS","1900  Block Thibodo Road","SndVIS",151856,"NONE","NONE",0,"NONE",0,"","",33.1687983882,-117.222603681,"TRANS/ETC CONTROLLED SUBS (F)","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"12:00:00",12,0,"BURGLARY","1100  Block Glorietta Boulevard","SndCOR",31659,"NONE","NONE",0,"NONE",0,"","",32.683267928,-117.171138438,"RESIDENTIAL BURGLARY","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"12:00:00",12,0,"BURGLARY","1800  Block Diesel Drive","SndSDO",73178,"NONE","NONE",0,"NONE",0,"","",32.8033438679,-116.908184155,"RESIDENTIAL BURGLARY","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"12:00:00",12,0,"FRAUD","8100  Block Fletcher Parkway","SndLAM",29415,"NONE","NONE",0,"NONE",0,"","",32.7662458107,-117.000057635,"FRAUD","cns/segment",35
"","2013-04-18",2013,4,4856,15,4,"12:00:00",12,0,"FRAUD","400  Block Ammunition Road","SndSDO",172629,"NONE","NONE",0,"NONE",0,"","",33.3711394539,-117.254793432,"FRAUD","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"12:00:00",12,0,"FRAUD","900  Block Hollister Street","SndSAN",35547,"SanPAL","SanOAT",60544,"San008",144830,6,7280,32.5794782967,-117.084082342,"FRAUD","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"12:00:00",12,0,"FRAUD","1400  Block Monroe Avenue","SndSAN",47084,"SanUIN","SanUPT",37279,"San003",147116,3,2236,32.7590728687,-117.15095129,"FRAUD","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"12:00:00",12,0,"FRAUD","4600  Block Hilltop Drive","SndSAN",35368,"SanCHO","SanENC",47361,"San004",142911,2,5385,32.7150695587,-117.095180769,"FRAUD","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"12:00:00",12,0,"THEFT/LARCENY","1100  Block Prospect Street","SndSAN",53777,"SanLAJ","SanLAJ",29018,"San001",147305,6,2236,32.8480398354,-117.274015897,"PETTY THEFT / THEFT OF PERSONAL PROPERTY / SHOPLIFT","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"12:00:00",12,0,"VANDALISM","900  Block Calma Drive","SndCHU",79906,"NONE","NONE",0,"NONE",0,"","",32.6306296769,-117.031626326,"VANDALISM ($400 OR MORE)","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"12:00:00",12,0,"VANDALISM","7700  Block Regents Road","SndSAN",188424,"SanNUV","SanUNV",63098,"San001",147305,6,2828,32.8617205588,-117.222820953,"VANDALISM ($400 OR MORE)","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"12:15:00",12,0,"ASSAULT","12300  Block Meadowbrook Lane","SndPOW",45492,"NONE","NONE",0,"NONE",0,"","",32.9633379925,-117.065313274,"THREATEN SCHOOL/PUBLIC OFCR/EMPLOYEE (F)","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"12:15:00",12,0,"DRUGS/ALCOHOL VIOLATIONS","700 W  Block Vista Way","SndVIS",30309,"NONE","NONE",0,"NONE",0,"","",33.1946150593,-117.257502919,"POSS CONTROLLED SUBS (F)","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"12:16:00",12,0,"DRUGS/ALCOHOL VIOLATIONS","1200  Block Palomar Airport Road","SndCAR",154497,"NONE","NONE",0,"NONE",0,"","",33.122470337,-117.30974513,"DISORDERLY CONDUCT:  ALCOHOL","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"12:20:00",12,0,"THEFT/LARCENY","1000  Block Market Street","SndSAN",5897,"SanEAS","SanDOW",31759,"San003",147116,1,1414,32.7115192561,-117.155109394,"THEFT","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"12:23:00",12,0,"VANDALISM","600  Block Nordahl Road","SndSNM",49294,"NONE","NONE",0,"NONE",0,"","",33.1320953899,-117.12143252,"VANDALISM ($400 OR MORE) (F)","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"12:23:00",12,0,"VANDALISM","600  Block Nordahl Road","SndSNM",49294,"NONE","NONE",0,"NONE",0,"","",33.1320953899,-117.12143252,"VANDALISM ($400 OR MORE) (F)","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"12:30:00",12,0,"THEFT/LARCENY","600  Block Fletcher Parkway","SndSDO",-1,"NONE","NONE",0,"NONE",0,"","",0.0,0.0,"PETTY THEFT(Shoplift) (M)","NONE",-1
"","2013-04-18",2013,4,4856,15,4,"12:30:00",12,0,"THEFT/LARCENY","5500  Block Grossmont Center Drive","SndLAM",32969,"NONE","NONE",0,"NONE",0,"","",32.7795811781,-117.009027935,"PETTY THEFT","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"12:33:00",12,0,"DRUGS/ALCOHOL VIOLATIONS","13700  Block Interstate 8 Busines","SndSDO",-1,"NONE","NONE",0,"NONE",0,"","",0.0,0.0,"POSS MARIJUANA FOR SALE (F)","NONE",-1
"","2013-04-18",2013,4,4856,15,4,"12:39:00",12,0,"BURGLARY","1900 W  Block San Marcos Boulevard","SndSNM",27418,"NONE","NONE",0,"NONE",0,"","",33.1325338874,-117.2110698,"COMMERCIAL BURGLARY","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"12:45:00",12,0,"DRUGS/ALCOHOL VIOLATIONS","1600  Block Schoolhouse Way","SndSNM",166868,"NONE","NONE",0,"NONE",0,"","",33.101487104,-117.197976448,"MINOR POSS MARIJ ON GROUNDS DURING SCH ACTIVITIES (M)","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"13:00:00",13,0,"BURGLARY","2500  Block Clairemont Drive","SndSAN",18627,"SanBAP","SanCLA",77873,"San002",142456,6,5385,32.7906602055,-117.205254498,"RESIDENTIAL BURGLARY","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"13:00:00",13,0,"BURGLARY","2600  Block Palomino Circle","SndSAN",51752,"SanLAJ","SanLAJ",29018,"San001",147305,1,2236,32.827139171,-117.237753826,"RESIDENTIAL BURGLARY","cns/segment",44
"","2013-04-18",2013,4,4856,15,4,"13:00:00",13,0,"DRUGS/ALCOHOL VIOLATIONS","1600  Block Hotel Circle North","SndSAN",36088,"SanMST","SanMSS",18947,"San007",147442,6,2828,32.7596187729,-117.178619542,"USE/UNDER INFLUENCE OF CONTROLLED SUBSTANCE","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"13:00:00",13,0,"THEFT/LARCENY","5800  Block Madra Avenue","SndSAN",44021,"SanDLC","SanNAV",48313,"San007",147442,1,3000,32.784723836,-117.058721115,"GRAND THEFT:MONEY/LABOR/PROPERTY OVER $950","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"13:00:00",13,0,"VEHICLE BREAK-IN/THEFT","4600  Block Calle De Casitas","SndOCN",79025,"NONE","NONE",0,"NONE",0,"","",33.2498850277,-117.314034298,"VEHICLE BREAK-IN/THEFT","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"13:15:00",13,0,"DRUGS/ALCOHOL VIOLATIONS","1600  Block Schoolhouse Way","SndSNM",166868,"NONE","NONE",0,"NONE",0,"","",33.101487104,-117.197976448,"POSS MARIJUANA FOR SALE (F)","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"13:20:00",13,0,"DRUGS/ALCOHOL VIOLATIONS","14000  Block Mango Drive","SndSAN",180902,"SanDLM","SanTOR",6597,"San001",147305,4,5099,32.9523325459,-117.247425591,"MINOR POSSESS MARIJUANA ON GROUNDS DURING SCHOOL ACTIVITIES","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"13:20:00",13,0,"DRUGS/ALCOHOL VIOLATIONS","14000  Block Mango Drive","SndSAN",180902,"SanDLM","SanTOR",6597,"San001",147305,4,5099,32.9523325459,-117.247425591,"MINOR POSSESS MARIJUANA ON GROUNDS DURING SCHOOL ACTIVITIES","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"13:25:00",13,0,"SEX CRIMES","7900  Block Blk Blossom Lane","SndSDO",-1,"NONE","NONE",0,"NONE",0,"","",0.0,0.0,"OTHER SEX CRIME","NONE",-1
"","2013-04-18",2013,4,4856,15,4,"13:30:00",13,0,"ASSAULT","1600 S  Block Coast Highway","SndDEL",199717,"NONE","NONE",0,"NONE",0,"","",32.9613690981,-117.267492435,"BATTERY WITH SERIOUS BODILY INJURY (F)","cns/segment",25
"","2013-04-18",2013,4,4856,15,4,"13:30:00",13,0,"THEFT/LARCENY","1600  Block Cam Del Rio North","SndSAN",15208,"SanSSI","SanMSS",18947,"San007",147442,6,1414,32.7675763646,-117.147362294,"PETTY THEFT","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"13:30:00",13,0,"VEHICLE BREAK-IN/THEFT","700  Block Macadamia Drive","SndCAR",62020,"NONE","NONE",0,"NONE",0,"","",33.1062581984,-117.313904463,"VEHICLE BREAK-IN/THEFT","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"13:35:00",13,0,"ASSAULT","1000  Block 04Th Avenue","SndSAN",1177,"SanCOR","SanDOW",31759,"San003",147116,6,1000,32.7162288125,-117.161084781,"TERRORIST THREATS THAT THREATEN FAMILY","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"13:35:00",13,0,"DRUGS/ALCOHOL VIOLATIONS","4000  Block Mango Drive","SndSAN",68457,"SanDLM","SanTOR",6597,"San001",147305,1,4472,32.9462592228,-117.247458713,"ADULT POSSESS MARIJUANA ON GROUNDS DURING SCH ACTIVITIES","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"13:36:00",13,0,"DRUGS/ALCOHOL VIOLATIONS","W 06Th Avenue / S Spruce Street","SndSDO",-1,"NONE","NONE",0,"NONE",0,"","",0.0,0.0,"POSSESS MARIJUANA 28.5 GRAMS OR LESS OR W/NO PRIOR","NONE",-1
"","2013-04-18",2013,4,4856,15,4,"13:40:00",13,0,"VANDALISM","1800  Block Pepper Valley Lane","SndSDO",80224,"NONE","NONE",0,"NONE",0,"","",32.8215958083,-116.931854876,"VANDALISM ($400 OR MORE) (F)","cns/segment",54
"","2013-04-18",2013,4,4856,15,4,"13:45:00",13,0,"BURGLARY","3500  Block Frisbie Street","SndSDO",30216,"NONE","NONE",0,"NONE",0,"","",32.671784388,-117.019500669,"RESIDENTIAL BURGLARY","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"13:45:00",13,0,"FRAUD","1200  Block Carlsbad Village Drive","SndCAR",26215,"NONE","NONE",0,"NONE",0,"","",33.1650020407,-117.339470867,"FRAUD","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"13:45:00",13,0,"MOTOR VEHICLE THEFT","5600  Block Willowmere Lane","SndSAN",155489,"SanCAR","SanCAR",33580,"San001",147305,1,1414,32.9315287237,-117.198395744,"TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"13:48:00",13,0,"THEFT/LARCENY","9400  Block Mission Gorge Road","SndSNT",134996,"NONE","NONE",0,"NONE",0,"","",32.8386661337,-116.993943598,"PETTY THEFT(Shoplift) (M)","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"13:50:00",13,0,"ASSAULT","800  Block Broadway","SndELC",13283,"NONE","NONE",0,"NONE",0,"","",32.8076903969,-116.952361667,"SIMPLE BATTERY (M)","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"13:53:00",13,0,"THEFT/LARCENY","40000  Block Ross Road","SndSDO",112270,"NONE","NONE",0,"NONE",0,"","",33.4393521136,-117.291150077,"GRAND THEFT:FIREARM/ANIMAL (All Other Larceny) (F)","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"14:00:00",14,0,"ASSAULT","1300  Block Hilltop Drive","SndCHU",15297,"NONE","NONE",0,"NONE",0,"","",32.60983854,-117.054036209,"THREATEN CRIME WITH INTENT TO TERRORIZE","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"14:00:00",14,0,"ASSAULT","1300  Block Leyte Road","SndCOR",84865,"NONE","NONE",0,"NONE",0,"","",32.6451789984,-117.144753585,"BATTERY","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"14:00:00",14,0,"ASSAULT","700  Block Seacoast Drive","SndIMP",402,"NONE","NONE",0,"NONE",0,"","",32.5835537147,-117.131707458,"THREATEN SCHOOL/PUBLIC OFFICER/EMPLOYEE","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"14:00:00",14,0,"BURGLARY","3000  Block Martin Avenue","SndSAN",44959,"SanLOG","SanSOT",57358,"San008",144830,4,1000,32.6990948922,-117.128411343,"RESIDENTIAL BURGLARY","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"14:00:00",14,0,"BURGLARY","16900  Block West Bernardo Drive","SndSAN",6440,"SanRAN","SanRAN",40096,"San005",143957,7,12000,33.0219226063,-117.081540655,"COMMERCIAL BURGLARY","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"14:00:00",14,0,"BURGLARY","600 S  Block Twin Oaks Valley Road","SndSNM",61682,"NONE","NONE",0,"NONE",0,"","",33.1258421811,-117.165573713,"RESIDENTIAL BURGLARY","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"14:00:00",14,0,"FRAUD","300  Block Market Street","SndSAN",5899,"SanMAR","SanDOW",31759,"San003",147116,7,1000,32.7114818646,-117.161492492,"FRAUD","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"14:00:00",14,0,"SEX CRIMES","700  Block Park Place","SndESC",51990,"NONE","NONE",0,"NONE",0,"","",33.130639481,-117.081441135,"OTHER SEX CRIME","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"14:00:00",14,0,"THEFT/LARCENY","300  Block Horton Plaza","SndSAN",186436,"SanMDT","SanUPT",37279,"San003",147116,1,3000,32.7389830365,-117.173028782,"GRAND THEFT:MONEY/LABOR/PROPERTY OVER $950","cns/segment",42
"","2013-04-18",2013,4,4856,15,4,"14:04:00",14,0,"DRUGS/ALCOHOL VIOLATIONS","Broadway Massachusetts Avenue","SndSDO",-1,"NONE","NONE",0,"NONE",0,"","",0.0,0.0,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)","NONE",-1
"","2013-04-18",2013,4,4856,15,4,"14:04:00",14,0,"THEFT/LARCENY","9400  Block Mission Gorge Road","SndSNT",134996,"NONE","NONE",0,"NONE",0,"","",32.8386661337,-116.993943598,"PETTY THEFT(Shoplift) (M)","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"14:10:00",14,0,"ASSAULT","900  Block Sportfisher Drive","SndOCN",1388,"NONE","NONE",0,"NONE",0,"","",33.2003758739,-117.378481817,"BATTERY WITH SERIOUS BODILY INJURY (F)","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"14:10:00",14,0,"DRUGS/ALCOHOL VIOLATIONS","1000 E  Block Madison Avenue","SndELC",15151,"NONE","NONE",0,"NONE",0,"","",32.8001869686,-116.947286945,"USE/UNDER INFL OF CONTROLLED SUBS (M)","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"14:10:00",14,0,"DRUGS/ALCOHOL VIOLATIONS","5000  Block Santa Cruz Avenue","SndSAN",57167,"SanOCN","SanOCN",12953,"San002",142456,1,3162,32.7437031644,-117.25433114,"OPEN CONTAINER IN PUBLIC PARK","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"14:15:00",14,0,"VEHICLE BREAK-IN/THEFT","5500  Block Friars Road","SndSAN",30127,"SanMST","SanMSS",18947,"San007",147442,6,1000,32.764009252,-117.193191372,"VEHICLE BREAK-IN/THEFT","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"14:20:00",14,0,"DRUGS/ALCOHOL VIOLATIONS","1800  Block West Drive","SndVIS",36779,"NONE","NONE",0,"NONE",0,"","",33.1902268605,-117.280464599,"USE/UNDER INFL OF CONTROLLED SUBS (M)","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"14:29:00",14,0,"SEX CRIMES","1000 E  Block Main Street","SndELC",44269,"NONE","NONE",0,"NONE",0,"","",32.7949176859,-116.946394275,"OTHER SEX CRIME","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"14:30:00",14,0,"ASSAULT","600  Block Balour Drive","SndENC",10340,"NONE","NONE",0,"NONE",0,"","",33.0423155118,-117.268405275,"BATTERY ON PERSON (M)","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"14:30:00",14,0,"THEFT/LARCENY","800 W  Block Valley Parkway","SndESC",83595,"NONE","NONE",0,"NONE",0,"","",33.0947974393,-117.05647421,"PETTY THEFT","cns/segment",45
"","2013-04-18",2013,4,4856,15,4,"14:30:00",14,0,"VANDALISM","4300  Block Kamloop Avenue","SndSAN",39659,"SanBAH","SanCLA",77873,"San002",142456,1,3162,32.8220142125,-117.212417863,"VANDALISM ($5000-$50000)","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"14:30:00",14,0,"VANDALISM","10000  Block Avnda Magnifica","SndSAN",49124,"SanSCR","SanSCI",19323,"San005",143957,1,3000,32.9074631269,-117.084061655,"VANDALISM ($5000-$50000)","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"14:30:00",14,0,"VEHICLE BREAK-IN/THEFT","1900  Block Avnda De La Cruz","SndSAN",67473,"SanSNS","SanSNS",27869,"San008",144830,1,7071,32.5621714469,-117.046259087,"VEHICLE BREAK-IN/THEFT","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"14:38:00",14,0,"DRUGS/ALCOHOL VIOLATIONS","9100  Block Single Oak Drive","SndSDO",58386,"NONE","NONE",0,"NONE",0,"","",32.8429017055,-116.924391422,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"14:44:00",14,0,"THEFT/LARCENY","200 E  Block Via Rancho Parkway","SndSDO",-1,"NONE","NONE",0,"NONE",0,"","",0.0,0.0,"PETTY THEFT","NONE",-1
"","2013-04-18",2013,4,4856,15,4,"15:00:00",15,0,"FRAUD","10400  Block Maya Linda Road","SndSAN",12087,"SanMIR","SanMIR",72761,"San006",140738,4,2236,32.907015444,-117.117106207,"FRAUD","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"15:00:00",15,0,"FRAUD","1500  Block El Paso Real","SndSAN",26642,"SanLAJ","SanLAJ",29018,"San001",147305,1,12000,32.8308670276,-117.259524268,"FRAUD","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"15:00:00",15,0,"FRAUD","4100  Block Regents Park Row","SndSAN",51090,"SanNUV","SanUNV",63098,"San001",147305,6,10630,32.8726658334,-117.217396274,"FRAUD","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"15:00:00",15,0,"VANDALISM","3100  Block Clairemont Drive","SndSAN",18623,"SanBAP","SanCLA",77873,"San002",142456,2,2236,32.7985866791,-117.194341838,"VANDALISM (LESS THAN $1000)","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"15:00:00",15,0,"BURGLARY","600  Block Valley Avenue","SndSOL",34842,"NONE","NONE",0,"NONE",0,"","",32.9889933911,-117.258555448,"RESIDENTIAL BURGLARY","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"15:04:00",15,0,"DRUGS/ALCOHOL VIOLATIONS","300  Block Vista Vilage Drive","SndSDO",-1,"NONE","NONE",0,"NONE",0,"","",0.0,0.0,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)","NONE",-1
"","2013-04-18",2013,4,4856,15,4,"15:06:00",15,0,"THEFT/LARCENY","7500  Block Carlsbad Boulevard","SndCAR",197871,"NONE","NONE",0,"NONE",0,"","",33.0871216619,-117.312049806,"ATTEMPTED BURGLARY:UNSPECIFIED","cns/segment",54
"","2013-04-18",2013,4,4856,15,4,"15:10:00",15,0,"ASSAULT","200 W  Block Broadway","SndSAN",13426,"SanHOR","SanDOW",31759,"San003",147116,7,1000,32.7157203765,-117.165163074,"BATTERY ON PERSON (M)","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"15:10:00",15,0,"ASSAULT","0  Block Lcdf","SndSDO",-1,"NONE","NONE",0,"NONE",0,"","",0.0,0.0,"BATTERY ON PERSON (M)","NONE",-1
"","2013-04-18",2013,4,4856,15,4,"15:30:00",15,0,"MOTOR VEHICLE THEFT","100  Block Avnda Descanso","SndOCN",79029,"NONE","NONE",0,"NONE",0,"","",33.2448524035,-117.314668683,"TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"15:30:00",15,0,"MOTOR VEHICLE THEFT","11500  Block Via Rancho San Diego","SndSDO",193944,"NONE","NONE",0,"NONE",0,"","",32.7470588158,-116.929891357,"TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F)","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"15:30:00",15,0,"THEFT/LARCENY","3200  Block Sports Arena Boulevard","SndSAN",35455,"SanIDW","SanMDW",5829,"San002",142456,6,1414,32.7529749433,-117.208016696,"PETTY THEFT / THEFT OF PERSONAL PROPERTY / SHOPLIFT","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"15:36:00",15,0,"THEFT/LARCENY","2900  Block Hypoint Avenue","SndESC",74888,"NONE","NONE",0,"NONE",0,"","",33.1432785993,-117.032133058,"GRAND THEFT:MONEY/LABOR/PROPERTY OVER $950","cns/segment",65
"","2013-04-18",2013,4,4856,15,4,"15:39:00",15,0,"BURGLARY","8600  Block Lake Murray Boulevard","SndSAN",41322,"SanLAK","SanNAV",48313,"San007",147442,6,7810,32.8003054164,-117.012554684,"COMMERCIAL BURGLARY","cns/segment",65
