GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median value (dollars),Margin of Error; Median value (dollars)
1400000US06073000100,06073000100,"Census Tract 1, San Diego County, California",1142500,114180
1400000US06073000201,06073000201,"Census Tract 2.01, San Diego County, California",756100,111696
1400000US06073000202,06073000202,"Census Tract 2.02, San Diego County, California",617300,120477
1400000US06073000300,06073000300,"Census Tract 3, San Diego County, California",499000,73814
1400000US06073000400,06073000400,"Census Tract 4, San Diego County, California",519900,93890
1400000US06073000500,06073000500,"Census Tract 5, San Diego County, California",592400,60227
1400000US06073000600,06073000600,"Census Tract 6, San Diego County, California",433000,22740
1400000US06073000700,06073000700,"Census Tract 7, San Diego County, California",548000,90700
1400000US06073000800,06073000800,"Census Tract 8, San Diego County, California",391400,133998
1400000US06073000900,06073000900,"Census Tract 9, San Diego County, California",287700,68505
1400000US06073001000,06073001000,"Census Tract 10, San Diego County, California",383600,40789
1400000US06073001100,06073001100,"Census Tract 11, San Diego County, California",306600,106205
1400000US06073001200,06073001200,"Census Tract 12, San Diego County, California",330600,42400
1400000US06073001300,06073001300,"Census Tract 13, San Diego County, California",302900,45013
1400000US06073001400,06073001400,"Census Tract 14, San Diego County, California",622500,53037
1400000US06073001500,06073001500,"Census Tract 15, San Diego County, California",544200,39799
1400000US06073001600,06073001600,"Census Tract 16, San Diego County, California",318800,150020
1400000US06073001700,06073001700,"Census Tract 17, San Diego County, California",348100,25937
1400000US06073001800,06073001800,"Census Tract 18, San Diego County, California",456000,199571
1400000US06073001900,06073001900,"Census Tract 19, San Diego County, California",585600,36453
1400000US06073002001,06073002001,"Census Tract 20.01, San Diego County, California",772900,55915
1400000US06073002002,06073002002,"Census Tract 20.02, San Diego County, California",644300,31743
1400000US06073002100,06073002100,"Census Tract 21, San Diego County, California",509300,79247
1400000US06073002201,06073002201,"Census Tract 22.01, San Diego County, California",400000,124837
1400000US06073002202,06073002202,"Census Tract 22.02, San Diego County, California",236100,32491
1400000US06073002301,06073002301,"Census Tract 23.01, San Diego County, California",318200,143072
1400000US06073002302,06073002302,"Census Tract 23.02, San Diego County, California",282700,138426
1400000US06073002401,06073002401,"Census Tract 24.01, San Diego County, California",338000,34780
1400000US06073002402,06073002402,"Census Tract 24.02, San Diego County, California",293800,86508
1400000US06073002501,06073002501,"Census Tract 25.01, San Diego County, California",319600,44195
1400000US06073002502,06073002502,"Census Tract 25.02, San Diego County, California",350300,25808
1400000US06073002601,06073002601,"Census Tract 26.01, San Diego County, California",275900,19726
1400000US06073002602,06073002602,"Census Tract 26.02, San Diego County, California",310400,51387
1400000US06073002702,06073002702,"Census Tract 27.02, San Diego County, California",350500,25548
1400000US06073002703,06073002703,"Census Tract 27.03, San Diego County, California",279500,39646
1400000US06073002705,06073002705,"Census Tract 27.05, San Diego County, California",301700,26297
1400000US06073002707,06073002707,"Census Tract 27.07, San Diego County, California",183200,13495
1400000US06073002708,06073002708,"Census Tract 27.08, San Diego County, California",177500,149248
1400000US06073002709,06073002709,"Census Tract 27.09, San Diego County, California",262700,30608
1400000US06073002710,06073002710,"Census Tract 27.10, San Diego County, California",291100,32715
1400000US06073002711,06073002711,"Census Tract 27.11, San Diego County, California",332400,11834
1400000US06073002712,06073002712,"Census Tract 27.12, San Diego County, California",209700,30806
1400000US06073002801,06073002801,"Census Tract 28.01, San Diego County, California",639000,44047
1400000US06073002803,06073002803,"Census Tract 28.03, San Diego County, California",369300,24487
1400000US06073002804,06073002804,"Census Tract 28.04, San Diego County, California",533800,44583
1400000US06073002902,06073002902,"Census Tract 29.02, San Diego County, California",443700,32810
1400000US06073002903,06073002903,"Census Tract 29.03, San Diego County, California",369800,20945
1400000US06073002904,06073002904,"Census Tract 29.04, San Diego County, California",440700,34991
1400000US06073002905,06073002905,"Census Tract 29.05, San Diego County, California",411200,32374
1400000US06073003001,06073003001,"Census Tract 30.01, San Diego County, California",337900,18136
1400000US06073003003,06073003003,"Census Tract 30.03, San Diego County, California",351700,14918
1400000US06073003004,06073003004,"Census Tract 30.04, San Diego County, California",290200,26264
1400000US06073003101,06073003101,"Census Tract 31.01, San Diego County, California",318100,24433
1400000US06073003103,06073003103,"Census Tract 31.03, San Diego County, California",304900,22498
1400000US06073003105,06073003105,"Census Tract 31.05, San Diego County, California",282900,20964
1400000US06073003107,06073003107,"Census Tract 31.07, San Diego County, California",305800,20771
1400000US06073003108,06073003108,"Census Tract 31.08, San Diego County, California",317300,23134
1400000US06073003109,06073003109,"Census Tract 31.09, San Diego County, California",347500,14310
1400000US06073003111,06073003111,"Census Tract 31.11, San Diego County, California",325700,25185
