GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Total,Margin of Error; Total
1400000US06073000100,06073000100,"Census Tract 1, San Diego County, California",2696,204
1400000US06073000201,06073000201,"Census Tract 2.01, San Diego County, California",2271,275
1400000US06073000202,06073000202,"Census Tract 2.02, San Diego County, California",4496,377
1400000US06073000300,06073000300,"Census Tract 3, San Diego County, California",4457,449
1400000US06073000400,06073000400,"Census Tract 4, San Diego County, California",3726,252
1400000US06073000500,06073000500,"Census Tract 5, San Diego County, California",2853,186
1400000US06073000600,06073000600,"Census Tract 6, San Diego County, California",2899,257
1400000US06073000700,06073000700,"Census Tract 7, San Diego County, California",4212,312
1400000US06073000800,06073000800,"Census Tract 8, San Diego County, California",3648,406
1400000US06073000900,06073000900,"Census Tract 9, San Diego County, California",5181,555
1400000US06073001000,06073001000,"Census Tract 10, San Diego County, California",5286,377
1400000US06073001100,06073001100,"Census Tract 11, San Diego County, California",3464,353
1400000US06073001200,06073001200,"Census Tract 12, San Diego County, California",5907,632
1400000US06073001300,06073001300,"Census Tract 13, San Diego County, California",6502,518
1400000US06073001400,06073001400,"Census Tract 14, San Diego County, California",3100,218
1400000US06073001500,06073001500,"Census Tract 15, San Diego County, California",3828,362
1400000US06073001600,06073001600,"Census Tract 16, San Diego County, California",5330,612
1400000US06073001700,06073001700,"Census Tract 17, San Diego County, California",4400,450
1400000US06073001800,06073001800,"Census Tract 18, San Diego County, California",5869,645
1400000US06073001900,06073001900,"Census Tract 19, San Diego County, California",2996,248
1400000US06073002001,06073002001,"Census Tract 20.01, San Diego County, California",3296,201
1400000US06073002002,06073002002,"Census Tract 20.02, San Diego County, California",2603,182
1400000US06073002100,06073002100,"Census Tract 21, San Diego County, California",4909,434
1400000US06073002201,06073002201,"Census Tract 22.01, San Diego County, California",3707,377
1400000US06073002202,06073002202,"Census Tract 22.02, San Diego County, California",5399,531
1400000US06073002301,06073002301,"Census Tract 23.01, San Diego County, California",3068,280
1400000US06073002302,06073002302,"Census Tract 23.02, San Diego County, California",6811,802
1400000US06073002401,06073002401,"Census Tract 24.01, San Diego County, California",4832,459
1400000US06073002402,06073002402,"Census Tract 24.02, San Diego County, California",5182,559
1400000US06073002501,06073002501,"Census Tract 25.01, San Diego County, California",5869,422
1400000US06073002502,06073002502,"Census Tract 25.02, San Diego County, California",6286,574
1400000US06073002601,06073002601,"Census Tract 26.01, San Diego County, California",5869,517
1400000US06073002602,06073002602,"Census Tract 26.02, San Diego County, California",4300,379
1400000US06073002702,06073002702,"Census Tract 27.02, San Diego County, California",5124,508
1400000US06073002703,06073002703,"Census Tract 27.03, San Diego County, California",7178,650
1400000US06073002705,06073002705,"Census Tract 27.05, San Diego County, California",4778,352
1400000US06073002707,06073002707,"Census Tract 27.07, San Diego County, California",5698,442
1400000US06073002708,06073002708,"Census Tract 27.08, San Diego County, California",6205,511
1400000US06073002709,06073002709,"Census Tract 27.09, San Diego County, California",3449,450
1400000US06073002710,06073002710,"Census Tract 27.10, San Diego County, California",4120,396
1400000US06073002711,06073002711,"Census Tract 27.11, San Diego County, California",3560,286
1400000US06073002712,06073002712,"Census Tract 27.12, San Diego County, California",4879,495
1400000US06073002801,06073002801,"Census Tract 28.01, San Diego County, California",2804,541
1400000US06073002803,06073002803,"Census Tract 28.03, San Diego County, California",5342,674
1400000US06073002804,06073002804,"Census Tract 28.04, San Diego County, California",4853,366
1400000US06073002902,06073002902,"Census Tract 29.02, San Diego County, California",6313,571
1400000US06073002903,06073002903,"Census Tract 29.03, San Diego County, California",4236,349
1400000US06073002904,06073002904,"Census Tract 29.04, San Diego County, California",7931,702
1400000US06073002905,06073002905,"Census Tract 29.05, San Diego County, California",4365,486
1400000US06073003001,06073003001,"Census Tract 30.01, San Diego County, California",4035,585
