GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median value (dollars),Margin of Error; Median value (dollars)
1400000US06073000100,06073000100,"Census Tract 1, San Diego County, California","1,000,000+",***
1400000US06073000200,06073000200,"Census Tract 2, San Diego County, California",672200,79484
1400000US06073000300,06073000300,"Census Tract 3, San Diego County, California",559400,72972
1400000US06073000400,06073000400,"Census Tract 4, San Diego County, California",557000,75080
1400000US06073000500,06073000500,"Census Tract 5, San Diego County, California",669300,89065
1400000US06073000600,06073000600,"Census Tract 6, San Diego County, California",432000,64968
1400000US06073000700,06073000700,"Census Tract 7, San Diego County, California",576300,73666
1400000US06073000800,06073000800,"Census Tract 8, San Diego County, California",427700,32959
1400000US06073000900,06073000900,"Census Tract 9, San Diego County, California",336100,62713
1400000US06073001000,06073001000,"Census Tract 10, San Diego County, California",458000,69234
1400000US06073001100,06073001100,"Census Tract 11, San Diego County, California",337200,36706
1400000US06073001200,06073001200,"Census Tract 12, San Diego County, California",355200,25344
1400000US06073001300,06073001300,"Census Tract 13, San Diego County, California",358100,53720
1400000US06073001400,06073001400,"Census Tract 14, San Diego County, California",596300,49234
1400000US06073001500,06073001500,"Census Tract 15, San Diego County, California",502900,53229
1400000US06073001600,06073001600,"Census Tract 16, San Diego County, California",330400,63998
1400000US06073001700,06073001700,"Census Tract 17, San Diego County, California",335800,50931
1400000US06073001800,06073001800,"Census Tract 18, San Diego County, California",352000,22443
1400000US06073001900,06073001900,"Census Tract 19, San Diego County, California",588100,46189
1400000US06073002001,06073002001,"Census Tract 20.01, San Diego County, California",839400,35807
1400000US06073002002,06073002002,"Census Tract 20.02, San Diego County, California",652800,36997
1400000US06073002100,06073002100,"Census Tract 21, San Diego County, California",436900,59660
1400000US06073002201,06073002201,"Census Tract 22.01, San Diego County, California",375900,140918
1400000US06073002202,06073002202,"Census Tract 22.02, San Diego County, California",194400,251348
1400000US06073002301,06073002301,"Census Tract 23.01, San Diego County, California",419100,224314
1400000US06073002302,06073002302,"Census Tract 23.02, San Diego County, California",304200,88355
1400000US06073002401,06073002401,"Census Tract 24.01, San Diego County, California",371200,102978
1400000US06073002402,06073002402,"Census Tract 24.02, San Diego County, California",410000,98324
1400000US06073002501,06073002501,"Census Tract 25.01, San Diego County, California",386000,30971
1400000US06073002502,06073002502,"Census Tract 25.02, San Diego County, California",410100,26423
1400000US06073002601,06073002601,"Census Tract 26.01, San Diego County, California",336100,35472
1400000US06073002602,06073002602,"Census Tract 26.02, San Diego County, California",420600,72729
1400000US06073002702,06073002702,"Census Tract 27.02, San Diego County, California",423200,26451
1400000US06073002703,06073002703,"Census Tract 27.03, San Diego County, California",359800,18468
1400000US06073002705,06073002705,"Census Tract 27.05, San Diego County, California",372300,28247
1400000US06073002706,06073002706,"Census Tract 27.06, San Diego County, California",327200,35947
1400000US06073002707,06073002707,"Census Tract 27.07, San Diego County, California",415500,161267
1400000US06073002708,06073002708,"Census Tract 27.08, San Diego County, California",253100,74109
1400000US06073002709,06073002709,"Census Tract 27.09, San Diego County, California",379900,44099
1400000US06073002710,06073002710,"Census Tract 27.10, San Diego County, California",358700,31225
1400000US06073002801,06073002801,"Census Tract 28.01, San Diego County, California",662100,44391
1400000US06073002803,06073002803,"Census Tract 28.03, San Diego County, California",420200,65801
1400000US06073002804,06073002804,"Census Tract 28.04, San Diego County, California",555600,35824
1400000US06073002902,06073002902,"Census Tract 29.02, San Diego County, California",478000,29628
1400000US06073002903,06073002903,"Census Tract 29.03, San Diego County, California",425400,26321
1400000US06073002904,06073002904,"Census Tract 29.04, San Diego County, California",502300,65115
1400000US06073002905,06073002905,"Census Tract 29.05, San Diego County, California",385700,46335
1400000US06073003001,06073003001,"Census Tract 30.01, San Diego County, California",405400,39138
1400000US06073003003,06073003003,"Census Tract 30.03, San Diego County, California",421800,21601
1400000US06073003004,06073003004,"Census Tract 30.04, San Diego County, California",340000,61643
1400000US06073003101,06073003101,"Census Tract 31.01, San Diego County, California",394100,42492
1400000US06073003103,06073003103,"Census Tract 31.03, San Diego County, California",416300,20654
1400000US06073003105,06073003105,"Census Tract 31.05, San Diego County, California",389100,51703
1400000US06073003107,06073003107,"Census Tract 31.07, San Diego County, California",420300,20428
1400000US06073003108,06073003108,"Census Tract 31.08, San Diego County, California",409900,34150
1400000US06073003109,06073003109,"Census Tract 31.09, San Diego County, California",464400,29001
1400000US06073003111,06073003111,"Census Tract 31.11, San Diego County, California",381300,71205
1400000US06073003112,06073003112,"Census Tract 31.12, San Diego County, California",308500,100043
1400000US06073003113,06073003113,"Census Tract 31.13, San Diego County, California",383600,35686
1400000US06073003114,06073003114,"Census Tract 31.14, San Diego County, California",459500,19191
1400000US06073003115,06073003115,"Census Tract 31.15, San Diego County, California",378500,56652
1400000US06073003201,06073003201,"Census Tract 32.01, San Diego County, California",394100,32991
1400000US06073003202,06073003202,"Census Tract 32.02, San Diego County, California",387200,45230
1400000US06073003204,06073003204,"Census Tract 32.04, San Diego County, California",486500,59458
1400000US06073003207,06073003207,"Census Tract 32.07, San Diego County, California",656400,134357
1400000US06073003208,06073003208,"Census Tract 32.08, San Diego County, California",357500,19216
1400000US06073003209,06073003209,"Census Tract 32.09, San Diego County, California",362000,33300
1400000US06073003211,06073003211,"Census Tract 32.11, San Diego County, California",433500,33979
1400000US06073003212,06073003212,"Census Tract 32.12, San Diego County, California",442100,29493
1400000US06073003213,06073003213,"Census Tract 32.13, San Diego County, California",471900,39604
1400000US06073003214,06073003214,"Census Tract 32.14, San Diego County, California",395600,34547
1400000US06073003301,06073003301,"Census Tract 33.01, San Diego County, California",349600,52902
1400000US06073003302,06073003302,"Census Tract 33.02, San Diego County, California",358600,53613
1400000US06073003303,06073003303,"Census Tract 33.03, San Diego County, California",343400,131281
1400000US06073003401,06073003401,"Census Tract 34.01, San Diego County, California",401200,37368
1400000US06073003403,06073003403,"Census Tract 34.03, San Diego County, California",347900,66923
1400000US06073003404,06073003404,"Census Tract 34.04, San Diego County, California",331800,53846
1400000US06073003501,06073003501,"Census Tract 35.01, San Diego County, California",363200,104007
1400000US06073003502,06073003502,"Census Tract 35.02, San Diego County, California",405900,62861
1400000US06073003601,06073003601,"Census Tract 36.01, San Diego County, California",316700,62629
1400000US06073003602,06073003602,"Census Tract 36.02, San Diego County, California",378500,53400
1400000US06073003603,06073003603,"Census Tract 36.03, San Diego County, California",403700,63896
1400000US06073003800,06073003800,"Census Tract 38, San Diego County, California",-,**
1400000US06073003901,06073003901,"Census Tract 39.01, San Diego County, California",368500,45661
1400000US06073003902,06073003902,"Census Tract 39.02, San Diego County, California",381700,77888
1400000US06073004000,06073004000,"Census Tract 40, San Diego County, California",303000,96519
1400000US06073004100,06073004100,"Census Tract 41, San Diego County, California",379800,41569
1400000US06073004200,06073004200,"Census Tract 42, San Diego County, California",600300,21322
1400000US06073004300,06073004300,"Census Tract 43, San Diego County, California",734500,78335
1400000US06073004400,06073004400,"Census Tract 44, San Diego County, California",596800,47593
1400000US06073004501,06073004501,"Census Tract 45.01, San Diego County, California",575300,138642
1400000US06073004502,06073004502,"Census Tract 45.02, San Diego County, California",386100,120741
1400000US06073004600,06073004600,"Census Tract 46, San Diego County, California",450000,562499
1400000US06073004700,06073004700,"Census Tract 47, San Diego County, California",811100,475837
1400000US06073004800,06073004800,"Census Tract 48, San Diego County, California",420700,102366
1400000US06073004900,06073004900,"Census Tract 49, San Diego County, California",379700,69321
1400000US06073005000,06073005000,"Census Tract 50, San Diego County, California",491400,106006
1400000US06073005100,06073005100,"Census Tract 51, San Diego County, California",590200,108001
1400000US06073005200,06073005200,"Census Tract 52, San Diego County, California",447100,48989
1400000US06073005300,06073005300,"Census Tract 53, San Diego County, California",950000,161866
1400000US06073005400,06073005400,"Census Tract 54, San Diego County, California",733900,78959
1400000US06073005500,06073005500,"Census Tract 55, San Diego County, California",-,**
1400000US06073005600,06073005600,"Census Tract 56, San Diego County, California",490700,71142
1400000US06073005700,06073005700,"Census Tract 57, San Diego County, California",450000,176650
1400000US06073005800,06073005800,"Census Tract 58, San Diego County, California",532100,98195
1400000US06073005900,06073005900,"Census Tract 59, San Diego County, California",601000,87576
1400000US06073006000,06073006000,"Census Tract 60, San Diego County, California",725700,61451
1400000US06073006100,06073006100,"Census Tract 61, San Diego County, California",751100,249471
1400000US06073006200,06073006200,"Census Tract 62, San Diego County, California",-,**
1400000US06073006300,06073006300,"Census Tract 63, San Diego County, California",-,**
1400000US06073006400,06073006400,"Census Tract 64, San Diego County, California",867500,181627
1400000US06073006500,06073006500,"Census Tract 65, San Diego County, California",444700,99198
1400000US06073006600,06073006600,"Census Tract 66, San Diego County, California",-,**
1400000US06073006801,06073006801,"Census Tract 68.01, San Diego County, California",340100,29985
1400000US06073006802,06073006802,"Census Tract 68.02, San Diego County, California",359900,19064
1400000US06073006900,06073006900,"Census Tract 69, San Diego County, California",813100,50891
1400000US06073007001,06073007001,"Census Tract 70.01, San Diego County, California",680600,50760
1400000US06073007002,06073007002,"Census Tract 70.02, San Diego County, California",877200,51434
1400000US06073007100,06073007100,"Census Tract 71, San Diego County, California","1,000,000+",***
1400000US06073007200,06073007200,"Census Tract 72, San Diego County, California","1,000,000+",***
1400000US06073007301,06073007301,"Census Tract 73.01, San Diego County, California",644600,95079
1400000US06073007302,06073007302,"Census Tract 73.02, San Diego County, California",887500,41150
1400000US06073007400,06073007400,"Census Tract 74, San Diego County, California",589100,48866
1400000US06073007501,06073007501,"Census Tract 75.01, San Diego County, California",582500,123671
1400000US06073007502,06073007502,"Census Tract 75.02, San Diego County, California",452500,176252
1400000US06073007600,06073007600,"Census Tract 76, San Diego County, California",835700,197308
1400000US06073007700,06073007700,"Census Tract 77, San Diego County, California",814400,69669
1400000US06073007800,06073007800,"Census Tract 78, San Diego County, California",608300,59036
1400000US06073007901,06073007901,"Census Tract 79.01, San Diego County, California",668400,43026
