GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median value (dollars),Margin of Error; Median value (dollars)
1400000US06073000100,06073000100,"Census Tract 1, San Diego County, California",948200,60132
1400000US06073000201,06073000201,"Census Tract 2.01, San Diego County, California",758900,87735
1400000US06073000202,06073000202,"Census Tract 2.02, San Diego County, California",587900,137061
1400000US06073000300,06073000300,"Census Tract 3, San Diego County, California",473600,30256
1400000US06073000400,06073000400,"Census Tract 4, San Diego County, California",364100,92637
1400000US06073000500,06073000500,"Census Tract 5, San Diego County, California",679900,95350
1400000US06073000600,06073000600,"Census Tract 6, San Diego County, California",396500,53876
1400000US06073000700,06073000700,"Census Tract 7, San Diego County, California",470300,71922
1400000US06073000800,06073000800,"Census Tract 8, San Diego County, California",426100,88493
1400000US06073000900,06073000900,"Census Tract 9, San Diego County, California",321700,42514
1400000US06073001000,06073001000,"Census Tract 10, San Diego County, California",360600,28464
1400000US06073001100,06073001100,"Census Tract 11, San Diego County, California",315600,68413
1400000US06073001200,06073001200,"Census Tract 12, San Diego County, California",252700,63732
1400000US06073001300,06073001300,"Census Tract 13, San Diego County, California",218800,40744
1400000US06073001400,06073001400,"Census Tract 14, San Diego County, California",539100,55483
1400000US06073001500,06073001500,"Census Tract 15, San Diego County, California",446700,27508
1400000US06073001600,06073001600,"Census Tract 16, San Diego County, California",249600,109949
1400000US06073001700,06073001700,"Census Tract 17, San Diego County, California",312800,67340
1400000US06073001800,06073001800,"Census Tract 18, San Diego County, California",295300,38369
1400000US06073001900,06073001900,"Census Tract 19, San Diego County, California",509900,50403
1400000US06073002001,06073002001,"Census Tract 20.01, San Diego County, California",762400,50156
1400000US06073002002,06073002002,"Census Tract 20.02, San Diego County, California",552400,45790
1400000US06073002100,06073002100,"Census Tract 21, San Diego County, California",435600,102012
1400000US06073002201,06073002201,"Census Tract 22.01, San Diego County, California",315200,202590
1400000US06073002202,06073002202,"Census Tract 22.02, San Diego County, California",208800,66575
1400000US06073002301,06073002301,"Census Tract 23.01, San Diego County, California",311800,235297
1400000US06073002302,06073002302,"Census Tract 23.02, San Diego County, California",154100,45725
1400000US06073002401,06073002401,"Census Tract 24.01, San Diego County, California",232000,20477
1400000US06073002402,06073002402,"Census Tract 24.02, San Diego County, California",346600,193782
1400000US06073002501,06073002501,"Census Tract 25.01, San Diego County, California",286700,27681
1400000US06073002502,06073002502,"Census Tract 25.02, San Diego County, California",328800,14938
1400000US06073002601,06073002601,"Census Tract 26.01, San Diego County, California",247700,28080
1400000US06073002602,06073002602,"Census Tract 26.02, San Diego County, California",280900,89620
1400000US06073002702,06073002702,"Census Tract 27.02, San Diego County, California",315600,34300
1400000US06073002703,06073002703,"Census Tract 27.03, San Diego County, California",273900,30828
1400000US06073002705,06073002705,"Census Tract 27.05, San Diego County, California",278700,28640
1400000US06073002707,06073002707,"Census Tract 27.07, San Diego County, California",211400,151017
